"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
10648,12/31/2025 0:00:00,5195,Subm,430000,0,565574,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34785,0,0,0,0,0,0,0,0,0,0,0
10666,12/31/2025 0:00:00,5206,Subm,7132000,0,8723442,0,0,146675,0,0,0,0,0,415851,0,20456,0,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,5314236,0,0,0,0,0,0,36165,759764,0,0,0,0,0,0,0,0,0,0,0
10671,12/31/2025 0:00:00,5209,Subm,30000,0,2917229,44088765,138272,369755,0,0,0,0,0,269377,0,22357,4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,10538,0,10382,0,0,10382,3,10796,50508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61336,0,0,25082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,14650941,0,0,0,0,0,0,0,2564426,0,0,0,0,0,0,0,0,0,0,0
10676,12/31/2025 0:00:00,5210,Subm,6464000,0,11865812,0,0,165380,0,0,0,0,0,228105,0,14374,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,6305,3145,0,0,0,3145,2,0,1315,0,13933,0,0,0,0,0,0,161399,0,0,0,0,0,0,0,94967,0,0,0,94967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374667,0,0,0,0,0,0,0,0,0,0,0
10684,12/31/2025 0:00:00,5212,Subm,3740000,0,27773074,1347324,0,62315,0,0,37644,0,0,1934444,0,129958,42537,20004,10032,0,0,0,13159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5397,0,0,44151,10169,0,0,0,10169,3,0,666,0,22030,0,0,0,0,0,0,139166,110117,0,0,0,110117,1,203458,0,0,43140,0,43140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126349,0,0,69392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5850988,0,0,0,0,0,0,0,0,0,0,0
10687,12/31/2025 0:00:00,5213,Subm,4507777,0,23452528,4688866,58235,442846,0,48576,0,0,0,2196754,0,75070,13446,0,0,0,0,53858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69441,0,0,19206,22838,7110,0,0,29948,6,79028,274194,0,22291,12956,12748,0,0,25704,3,277893,132422,155143,34296,29980,351841,5,79681,18635,0,0,0,18635,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609514,0,0,1160066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,7866195,0,0,0,0,0,0,0,6168282,0,0,0,0,0,0,0,0,0,0,0
10690,12/31/2025 0:00:00,5215,Subm,0,0,372075,8549000,525000,571592,0,0,0,0,0,64934,0,6986,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5637,0,0,6897,6638,19162,5622,0,31422,5,108515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729256,0,0,0,0,0,0,0,0,0,0,0
10695,12/31/2025 0:00:00,5217,Subm,10837781,0,12356201,0,0,221589,0,0,0,0,0,3495232,0,62332,4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11380,0,0,12492,14254,8888,0,0,23142,2,0,60638,0,0,0,1676,0,0,1676,1,0,0,0,0,0,0,0,0,59947,0,0,0,59947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667265,0,0,0,0,0,0,0,0,0,0,0
10696,12/31/2025 0:00:00,5218,Subm,11480000,0,48470078,188470257,2835700,3335700,0,0,166850,0,0,61511984,0,1221074,433651,256,26156,0,0,803082,219326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255293,0,0,222146,93146,176029,0,0,269175,79,95391,223373,0,31102,181,10565,0,0,10746,8,2649206,458178,809665,0,723904,1991747,10,905828,446110,223394,151257,0,820761,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571672,14732,0,4471414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14762,349229660,0,0,0,0,117,4235953,0,43628866,0,0,0,0,78607315,125954513,204561828,0,0,2,178195
10699,12/31/2025 0:00:00,5219,Subm,248000,0,53411019,150508749,267500,1167500,31555,0,136375,0,0,8165048,7448348,101949,19616,68348,6802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86550,0,0,8553,12731,0,0,0,12731,3,0,33224,0,121636,19495,22024,0,0,41519,3,684748,39552,87080,0,0,126632,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68130,68130,1,191552,12042,0,222657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,22275619,0,0,0,0,0,0,0,13292810,0,0,0,0,0,0,0,0,0,0,0
10704,12/31/2025 0:00:00,5222,Subm,498000,0,3104731,0,0,62621,0,0,0,0,0,79141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19386,2301,2951,19383,18249,42884,8,0,0,0,152952,0,0,35054,14647,49701,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455859,0,0,0,0,0,0,0,0,0,0,0
10706,12/31/2025 0:00:00,5223,Subm,0,0,16964923,38549106,5149035,5149035,0,0,0,0,0,1547834,0,104420,67982,21502,7591,8386,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,0,0,0,16887,0,0,0,16887,1,9346,19030,0,6645,11818,9113,0,0,20931,4,58290,28432,0,99661,0,128093,3,0,0,0,8438,0,8438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87656,0,0,187427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,68781592,0,0,0,0,109,771982,0,5953748,0,0,0,0,0,0,0,0,0,0,0
10709,12/31/2025 0:00:00,5225,Subm,198459,0,134394293,398479473,12560264,12803482,0,512125,290452,0,3168269,67931328,207691152,1848870,456478,524283,14532,0,0,7956,0,82271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338738,0,0,327489,95474,251517,8382,0,355373,240,338110,2761649,0,765636,154752,271746,11463,0,437961,21,5045735,1161075,688302,348254,0,2197631,8,5553252,1005629,684681,444955,610601,2745866,21,0,0,0,168071,0,168071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5855427,275574,0,5453289,0,0,0,0,0,0,0,0,0,0,0,0,6478780,40390,0,0,0,0,27595,572700501,0,0,0,0,1127,29992922,0,110909726,0,0,140674173,67927518,688195090,257165322,1013287930,0,0,0,0
10720,12/31/2025 0:00:00,5230,Subm,13605000,0,15355281,0,0,61812,0,0,14326,0,0,66358,0,3006,2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,0,0,0,0,2400,2198,0,4598,2,0,16289,0,15127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575426,0,0,0,0,0,0,0,0,0,0,0
10729,12/31/2025 0:00:00,5236,Subm,0,0,3539574,0,0,0,0,0,0,0,0,15887,0,119803,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41024,6940,22454,0,0,29394,4,0,36588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272481,0,0,0,0,0,0,0,0,0,0,0
10739,12/31/2025 0:00:00,5244,Subm,2149321,0,3073031,0,0,2248,0,0,0,0,0,4674,0,5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3653,9752,3442,0,0,13194,6,87838,10397,0,0,13657,0,0,0,13657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302269,0,0,0,0,0,0,0,0,0,0,0
10741,12/31/2025 0:00:00,5246,Subm,0,0,97949,2071005,0,0,0,0,0,0,0,19513,0,8836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89694,0,0,0,0,0,0,0,0,0,0,0
10746,12/31/2025 0:00:00,5249,Subm,2250000,8000,3134735,0,0,3235,0,0,0,0,0,8246,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5953,0,1933,0,7886,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205404,0,0,0,0,0,0,0,0,0,0,0
10754,12/31/2025 0:00:00,5253,Subm,0,0,117169222,711018649,19174800,20074800,0,0,0,0,0,28694373,0,793231,176405,48168,15103,0,0,0,0,0,7761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150563,0,0,94233,36767,35740,0,0,72507,16,29285,292542,0,49087,31943,15650,0,0,47593,9,1469575,1178816,207504,147503,0,1533823,9,612229,166801,325237,67679,247239,806956,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886717,237186,0,1358417,0,0,0,0,0,0,118000000,3184712,0,0,0,0,0,0,0,0,0,0,528,5466560,0,0,0,0,1,663,0,50506599,483346,0,272580282,0,32963411,0,32963411,0,0,2,11839
10756,12/31/2025 0:00:00,5255,Subm,4248000,970,8915028,1743000,0,80127,0,0,0,0,0,62738,0,36297,4164,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25573,14037,34715,18354,1985,69091,17,32295,17382,0,0,0,7326,0,0,7326,1,0,19471,0,0,0,19471,1,29592,0,120974,0,0,120974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83185,0,0,346003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27034,0,0,0,0,0,0,0,737251,0,0,0,0,0,0,0,0,0,0,0
10763,12/31/2025 0:00:00,5260,Subm,6648000,42128,8206015,0,0,0,0,0,0,0,0,35358,0,14703,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068,4867,0,0,0,4867,2,0,7648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527010,0,0,0,0,0,0,0,0,0,0,0
10772,12/31/2025 0:00:00,5266,Subm,7954000,0,9454703,0,0,27088,0,0,0,0,0,35224,0,11853,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10508,811,0,0,0,811,1,0,13606,0,16379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165814,0,0,0,0,0,0,0,0,0,0,0
10773,12/31/2025 0:00:00,5267,Subm,0,0,549508,0,0,812,0,0,0,0,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30519,0,0,0,0,0,0,0,0,0,0,0
10778,12/31/2025 0:00:00,5270,Subm,100000,0,232836,0,0,453,0,0,0,0,0,2093,0,5266,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15171,0,0,0,0,0,0,0,0,0,0,0
10794,12/31/2025 0:00:00,5278,Subm,58874000,0,93983476,19644212,257100,594110,0,159520,282041,55143,0,7876135,25949648,66855,17195,11252,20668,14,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12439,0,0,0,0,0,0,0,0,0,45458,520041,0,271750,66229,45236,9953,58626,180044,25,1192238,636166,172928,25150,125022,959266,36,0,0,0,19209,11256,30465,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280333,55412,0,339046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7741,154591524,0,0,0,0,1691,17393795,0,17068999,0,39525,5546416,2318282,4305004,3739667,10362953,0,0,0,0
10799,12/31/2025 0:00:00,5282,Subm,14914000,0,18538344,0,43101,58749,0,0,0,0,0,122930,0,500,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62704,62704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484611,0,0,0,0,0,0,0,0,0,0,0
10800,12/31/2025 0:00:00,5283,Subm,41122006,0,55929117,15999256,0,334772,0,0,0,0,0,3118954,0,28006,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4056,0,0,5714,9126,1728,147,508,11509,5,0,10674,0,429,0,0,13611,0,13611,1,0,0,0,0,0,0,0,14432,31248,0,0,0,31248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55104,0,0,186139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4738686,0,0,0,0,0,0,0,0,0,0,0
10803,12/31/2025 0:00:00,5285,Subm,0,164301,296262,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,7839,0,0,0,7839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19903,0,0,0,0,0,0,0,0,0,0,0
