"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
23245,12/31/2025 0:00:00,13374,Subm,3223000,20000,3826263,0,0,385,0,0,0,0,0,21766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80028,0,0,0,0,0,0,0,0,0,0,0
23276,12/31/2025 0:00:00,13405,Subm,2591000,0,3753828,0,0,145956,0,0,0,0,0,18513,0,519,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12521,0,11152,9381,0,20533,5,0,0,0,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374130,0,0,0,0,0,0,0,0,0,0,0
23279,12/31/2025 0:00:00,13408,Subm,70000000,0,350132536,554354463,296750801,300787801,141809,207562,0,0,4453324,336018588,842344227,17858979,2524217,5360424,457514,0,0,10026,3561,0,0,93745,0,0,0,0,0,0,0,0,0,0,0,0,8239,0,0,0,0,8363628,1299165,1758615,14512,14000,6682314,3290083,4368094,1031124,0,8689301,1004,1198224,7614122,1189243,6753875,2688914,3642045,1372030,0,7702989,347,10912829,4648247,3605101,627647,0,8880995,80,1852086,795801,229386,116028,34486,1175701,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766128,0,0,2213880,2236000,4449880,2,812281,0,0,457602,0,457602,1,2172975,0,207825,0,0,207825,2,0,0,131189,7365869,0,7497058,5,200000,0,0,0,0,0,0,5660386,0,0,136696,136696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23211761,0,0,39152272,12749061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32796,634036587,0,0,0,0,33915,825405863,0,289750552,1911861,23935,136493501,89581279,353270773,1257967687,1700819739,0,0,380,7376886
23283,12/31/2025 0:00:00,13412,Subm,0,0,13146645,49124544,398368,698368,0,0,0,0,0,3475931,5387766,492883,106663,74339,7600,645,0,0,105,0,0,0,0,0,0,0,0,53393,1308,0,0,0,0,0,0,0,0,65832,813,0,0,0,0,0,72557,61104,73672,3336,0,138112,34,22676,838661,0,100968,158848,77312,14184,48991,299335,25,0,302490,836308,429447,303058,1871303,18,120677,118783,436251,155767,268964,979765,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72172,72172,1,0,0,206849,160900,0,367749,3,0,0,0,139916,0,139916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32990,0,0,32990,1,1502562,63049,0,3629492,612827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,1599450,0,0,0,0,848,6376110,0,6798772,0,0,0,0,0,0,0,0,0,26,534988
23287,12/31/2025 0:00:00,13416,Subm,0,0,1013038,0,0,5000,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7064,0,7064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231129,0,0,0,0,0,0,0,0,0,0,0
23292,12/31/2025 0:00:00,13421,Subm,0,1500,2773558,0,0,65588,0,0,0,0,0,526710,0,5902,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704080,0,0,0,0,0,0,0,0,0,0,0
23294,12/31/2025 0:00:00,13423,Subm,766618,0,1213307,0,0,1823,0,0,0,0,0,16145,0,8225,15517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5006,0,11330,3939,0,15269,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56354,0,0,0,0,0,0,0,0,0,0,0
23309,12/31/2025 0:00:00,13438,Subm,150000,0,2140190,0,0,3500,0,0,0,0,0,31691,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,2722,3441,7054,0,13217,5,0,3760,0,0,13912,17160,0,0,31072,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20394,6598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360648,0,0,0,0,0,0,0,0,0,0,0
23327,12/31/2025 0:00:00,13456,Subm,725000,0,1006697,0,9047,10494,0,0,0,0,0,19675,0,7407,10188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654,0,0,0,0,0,0,0,23136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318216,0,0,0,0,0,0,0,0,0,0,0
23355,12/31/2025 0:00:00,13484,Subm,17748000,0,21099796,9260634,0,228400,0,0,0,0,0,181509,0,8681,0,0,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9319,0,254,202,0,456,2,0,11851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11851,0,0,59815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971648,0,0,0,0,0,0,0,0,0,0,0
23361,12/31/2025 0:00:00,13490,Subm,4195000,0,5887800,0,0,3597,0,0,0,0,0,144409,0,10294,13444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041,5797,0,0,0,5797,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894082,0,0,0,0,0,0,0,0,0,0,0
23371,12/31/2025 0:00:00,13500,Subm,7332000,944,10622023,0,0,120000,0,0,0,0,0,404615,0,53279,10500,3931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,0,0,32371,14293,11464,0,5240,30997,8,0,88389,0,24728,0,22975,0,0,22975,2,74255,0,0,0,24095,24095,1,0,0,60507,0,0,60507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104078,0,0,347469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,10679859,0,0,0,0,0,0,0,2312456,0,0,0,0,0,0,0,0,0,0,0
23376,12/31/2025 0:00:00,13505,Subm,4418000,0,5742837,0,0,19791,0,0,0,0,0,50701,0,8796,3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,512,0,0,0,512,1,0,53201,0,0,0,3251,0,0,3251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513988,0,0,0,0,0,0,0,0,0,0,0
23386,12/31/2025 0:00:00,13515,Subm,4233000,0,12664587,2649972,201112,397130,0,0,33500,0,0,2260604,0,247281,36119,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4959,0,0,52724,7446,39241,51,0,46738,34,34614,41135,0,6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88154,4537,0,71453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5719,0,0,0,0,0,0,0,2699980,-3125,0,0,0,0,0,0,0,0,0,0
23394,12/31/2025 0:00:00,13523,Subm,0,0,11016157,36783120,52200,327399,0,0,0,0,0,695133,3267069,139921,24518,0,9139,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5353,0,0,87001,45062,39321,0,0,84383,11,17056,19501,0,51791,24732,35620,0,0,60352,3,139578,0,0,0,0,0,0,0,0,0,0,26082,26082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160704,0,0,223833,0,49000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,293931,0,0,0,0,0,0,0,3414466,0,0,0,0,0,0,0,0,0,0,0
23425,12/31/2025 0:00:00,13554,Subm,15982708,39587,21984301,0,0,35000,0,0,0,0,0,130164,0,23585,35916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207,0,0,14680,27487,48485,30555,0,106527,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78584,0,0,10798,0,10798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862348,0,0,0,0,0,0,0,0,0,0,0
23467,12/31/2025 0:00:00,13596,Subm,3145000,0,3961031,200000,0,51190,0,0,0,0,0,17492,0,4979,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5534,0,0,0,35260,1502,0,0,36762,6,2386,11728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255829,0,0,0,0,0,0,0,0,0,0,0
23494,12/31/2025 0:00:00,13623,Subm,35000000,0,59582436,143380765,1789700,1789700,0,0,152379,0,0,2460677,17801785,1200535,257860,130565,17944,0,0,21545,13960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607,0,0,241764,268083,16759,0,73712,358554,16,0,94813,0,109350,19091,33131,0,0,52222,7,1780568,477946,296149,579510,0,1353605,8,536857,119203,156675,0,549980,825858,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981743,349736,0,1830413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,885459,0,16474808,0,0,8419991,262753,31786427,43801429,75850609,0,0,2,15653
23503,12/31/2025 0:00:00,13632,Subm,0,0,3572460,0,2806035,2806035,0,0,0,0,0,180393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,10837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106995,0,0,0,0,0,0,0,0,0,0,0
23521,12/31/2025 0:00:00,13650,Subm,10000000,0,1621949506,563593441,5150000,6725352,0,0,1453571,0,0,133799360,990533755,25200664,1234334,4675815,920891,17369,2,88274,86296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184592,30170,185248,0,13197,0,0,0,5988483,1037657,662363,5759917,3298606,6545401,992,0,9844999,1905,2307462,17522016,0,2098834,982632,2223935,728118,485525,4420210,291,8960242,3559118,1709181,1929273,2245713,9443285,35,10828657,1130675,826231,712591,709961,3379458,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81869,0,0,81869,1,0,0,0,0,0,0,0,7985075,0,0,0,0,0,0,0,0,0,0,0,0,0,415191,307747,222114,156366,884374,27,0,0,0,0,0,0,0,13813,0,0,0,0,0,0,36687159,1065061,0,92363677,20547624,198147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30054,395330830,0,0,0,0,146,1109585,0,509126381,620944,57884,1847630851,56048191,1128602933,267521375,1452172499,0,0,8,471984
23525,12/31/2025 0:00:00,13654,Subm,1000000,0,1116148,0,0,437,0,0,0,0,0,7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351,7824,0,5114,15289,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351,0,0,10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34287,0,0,0,0,0,0,0,0,0,0,0
23540,12/31/2025 0:00:00,13669,Subm,1127000,0,2949461,0,0,81649,0,0,0,0,0,164945,0,135283,32545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16616,6256,2993,40956,0,50205,9,0,68042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74298,0,0,118247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737860,0,0,0,0,0,0,0,0,0,0,0
23545,12/31/2025 0:00:00,13674,Subm,10929000,0,15450411,0,0,119348,0,0,26859,0,0,191145,0,220789,1387,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72790,26322,58371,23626,10258,118577,18,28943,18069,0,17598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390999,0,0,0,0,0,0,0,0,0,0,0
23556,12/31/2025 0:00:00,13685,Subm,25000,0,68409,808906,0,11548,0,0,0,0,0,95246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164769,0,731,0,0,731,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118170,0,0,0,0,0,0,0,0,0,0,0
23582,12/31/2025 0:00:00,13711,Subm,13104000,0,14586223,0,0,250087,0,0,29141,0,0,353118,0,53162,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,25601,10748,17468,556,0,28772,59,26400,33181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70884,30675,0,116666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082171,0,0,0,0,0,0,0,0,0,0,0
23605,12/31/2025 0:00:00,13734,Subm,7727000,0,24999556,28020017,134700,134700,0,0,0,0,0,4441334,0,36468,102,48019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16472,0,0,152865,25763,45560,28375,3692,103390,14,0,116996,0,404459,36565,46392,0,67715,150672,5,1051376,1199971,0,60531,0,1260502,6,65739,0,153373,0,0,153373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395767,3441,0,538023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8425025,0,0,0,0,0,0,0,0,0,0,0
23615,12/31/2025 0:00:00,13744,Subm,73123,0,123514,0,0,267,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7581,0,0,0,0,0,0,0,0,0,0,0
23620,12/31/2025 0:00:00,13749,Subm,12752000,0,16473025,0,0,28828,0,0,0,0,0,261134,0,28827,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18370,5750,5892,30012,4,0,23994,0,0,0,30595,0,0,30595,2,0,0,0,0,28063,28063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343177,0,0,0,0,0,0,0,0,0,0,0
