"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
18144,12/31/2025 0:00:00,9557,0,0,0,0,4761431,0,0,5565960,0,4761431,0,0,0,0,0,3,0,0,0,0,122024,0,0,0,0,0,0,0,0,123642,0,144586,0,0,0,0,0,0,0,0,0,0,0,15588,0,0,0,0,0,0,0,0,128479,322,14761,34904,0,13457,3268,0,0,0,0,1026,2987,971877,0,0,419861,0,0,0,0,55923,201993,0,0,0,0,8,310,0,762,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,268228,0,24257,6264,0,86790,0,22078,436,0,0,0,0,0,0,5428756,75696,741034,0,0,0,0,0,0,0,0,0,0,776076,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18150,12/31/2025 0:00:00,9560,0,0,0,0,22811968,323779,47320,30729543,0,22811968,323779,47320,0,0,0,24,0,0,0,0,62025,0,0,0,0,0,0,0,0,1261918,0,342616,0,0,0,0,0,0,0,0,0,0,0,201341,0,0,0,0,0,0,0,0,371631,7137,27888,94204,7900,106320,438199,0,0,0,0,5082,33010,7545828,0,0,3818345,0,0,0,0,0,2017486,0,0,-19262,0,152,1248,0,2369,0,0,3769,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1604534,0,415606,266359,0,455061,0,39247,10,0,0,0,0,0,0,0,411296,11445588,0,0,0,0,0,0,0,0,0,0,7411029,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721800,0,0,1256463,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18172,12/31/2025 0:00:00,9568,0,0,0,0,14766814,2279385,33759,19510125,0,14766814,2279385,33759,0,0,0,3,0,0,0,0,62025,0,0,0,0,0,0,0,0,877737,0,223917,0,0,0,0,0,0,0,0,0,0,0,305104,0,0,0,0,0,0,0,0,547736,22770,14874,285767,11027,85910,217693,0,0,0,0,15303,3927,6825034,0,0,697410,0,0,0,0,350882,435259,0,0,0,6600,251,997,28,1881,65,4,3226,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1117321,0,311704,103885,0,38211,0,0,15860,0,0,0,0,0,0,0,156833,1067483,0,0,0,0,0,0,0,0,0,0,2380484,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,117308,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18175,12/31/2025 0:00:00,9571,0,0,0,0,417657597,11909929,0,486106712,0,421392597,14390929,0,0,0,0,289,0,0,0,0,122024,0,0,0,0,0,0,0,0,16799615,0,5784675,0,0,0,0,0,0,0,0,0,0,0,3266097,0,0,0,0,0,0,0,0,7340376,140702,861725,1329296,193234,1750115,1990776,0,0,0,0,85658,212168,130964797,0,0,37063694,0,0,0,0,10145708,7891108,0,0,0,382207,3002,16217,543,35017,0,0,54804,0,0,0,0,0,0,0,0,0,0,0,0,0,84,3,0,0,0,0,0,0,22584290,0,6473701,7823610,0,5360654,5,403973,0,0,5000000,0,0,0,0,0,503628,38520898,0,0,0,0,0,0,0,0,671110,0,50762724,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924,121633955,0,0,0,0,0,0,0,0,0,69978377,0,0,3148649,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18181,12/31/2025 0:00:00,9573,0,0,0,0,555354696,37497839,3289211,703527439,0,575925911,47540305,3289211,0,0,0,217,0,0,0,0,122024,0,0,0,0,0,0,0,0,32141396,0,3879232,0,0,0,0,0,0,0,0,0,0,0,3023519,0,0,0,0,0,0,0,0,12791270,186155,939816,1474311,1153296,1387710,5504737,0,0,0,0,131168,324857,50422074,0,0,8608223,0,0,0,0,17711963,38831842,0,0,0,-422,5147,24896,945,56179,0,1117,88289,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,0,0,0,0,0,0,36020628,0,4881177,12088168,0,3003430,0,544000,0,0,0,0,0,698820801,0,0,3154707,42202827,0,0,0,0,0,0,0,0,0,0,66011710,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,17800041,0,0,0,0,0,5909890,12367452,1000000,19277342,126610983,0,0,5231654,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18192,12/31/2025 0:00:00,9580,0,0,0,0,31461461,0,0,40590739,0,31461461,0,0,0,0,0,76,0,0,0,0,102025,0,0,0,0,0,0,0,0,777382,0,377448,0,0,0,0,0,0,0,0,0,0,0,36585,0,0,0,0,0,0,0,0,285582,4201,0,96563,0,9817,19546,0,0,0,0,8813,12185,3168021,0,0,3112023,0,0,0,0,0,1464875,0,0,0,0,0,0,70,1498,0,0,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1154830,0,36585,683307,0,71401,0,0,0,0,0,0,0,0,0,0,4100,2304517,0,0,0,0,0,0,0,0,0,0,9176755,2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18195,12/31/2025 0:00:00,9582,0,0,0,0,272448397,5413880,169783,332410095,0,272448397,16287880,169783,0,0,0,77,0,0,0,0,92025,0,0,0,0,0,0,0,0,15427617,0,1653413,0,0,0,0,0,0,0,0,0,0,0,1799718,0,0,0,0,0,0,0,0,6589020,110595,628082,2695016,734947,888164,471629,0,0,0,0,63764,1661490,41231301,0,0,14309277,0,0,0,0,3314572,11124659,0,0,-46579,26385,634,12015,551,20526,0,1096,34838,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,0,0,0,0,0,17081030,0,2491117,4532459,0,526981,0,222015,267876,0,0,0,0,0,0,0,2099743,1300340,0,0,0,0,0,0,0,0,0,0,29087202,875,0,0,0,766261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,2102410,0,0,0,0,0,8000000,10000000,0,18000000,63231800,0,0,1553944,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18204,12/31/2025 0:00:00,9587,0,0,0,0,172433754,12885685,0,218771250,0,172681754,12885685,0,0,0,0,97,0,0,0,0,62025,0,0,0,0,0,0,0,0,12732290,0,1414448,0,0,0,0,0,0,0,0,0,0,0,1314027,0,0,0,0,0,0,0,0,5143851,77019,769482,1986386,226454,163067,50148,0,0,0,0,37155,103098,55784077,0,0,9786156,0,0,0,0,4851256,4173239,0,0,-141487,0,1183,6961,369,15077,0,395,23986,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,14146738,0,2276587,4331410,0,2917015,0,760000,524165,0,0,0,0,0,0,0,1431350,12883660,0,0,0,0,0,0,0,0,0,0,29421032,1345,0,0,0,314752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323131,0,0,1323131,49718573,0,0,1443871,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18218,12/31/2025 0:00:00,9592,0,0,0,0,527423,0,0,912978,0,782423,0,0,0,0,0,0,0,0,0,0,122024,0,0,0,0,0,0,0,0,23306,0,14469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5711,0,68,900,0,0,0,0,0,2680,104193,0,0,114397,0,0,0,0,0,86877,0,0,0,0,0,0,0,104,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37775,0,0,13375,0,15041,0,0,10764,0,0,0,0,0,0,0,418018,0,0,0,0,0,0,0,0,0,0,0,119575,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18234,12/31/2025 0:00:00,9602,0,0,0,0,687104,0,0,799122,0,687104,0,0,0,0,0,0,0,0,0,0,62025,0,0,0,0,0,0,0,0,40040,0,2723,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7873,0,15600,15150,0,300,1890,0,0,0,0,0,269,284651,0,0,122530,0,0,0,0,0,209594,0,0,0,0,0,0,0,868,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42817,0,1,1736,0,0,0,5630,0,0,0,0,0,0,0,0,0,175622,0,0,0,0,0,0,0,0,0,0,111765,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18238,12/31/2025 0:00:00,9605,0,0,0,0,16269570,0,0,19438704,0,16269570,0,0,0,0,0,8,0,0,0,0,92025,0,0,0,0,0,0,0,0,363141,0,527191,0,0,0,0,0,0,0,0,0,0,0,76937,0,0,0,0,0,0,0,0,370338,2000,45206,265069,5005,52433,51479,0,0,0,0,2550,9986,259947,0,0,145606,0,0,0,0,178982,2837498,0,0,0,10407,0,1224,0,2134,497,0,3855,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,890332,0,87344,31227,0,67050,0,66666,0,0,0,0,0,0,0,0,251580,768949,0,0,0,0,0,0,0,0,0,0,3114190,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,317561,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18242,12/31/2025 0:00:00,9607,0,0,0,0,73474376,608832,0,83875193,0,73474376,608832,0,0,0,0,12,0,0,0,0,32025,0,0,0,0,0,0,0,0,2504927,0,1317784,0,0,0,0,0,0,0,0,0,0,0,107475,0,0,0,0,0,0,0,0,948008,1359,134934,242353,35134,572028,872048,0,0,0,0,16098,18234,16737130,0,0,1752018,0,0,0,0,2344313,1044743,0,0,0,396605,150,3490,228,5681,1461,200,11210,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3822711,0,504080,168758,0,1301609,0,301767,0,0,0,0,0,0,0,0,711407,7872882,0,0,0,0,0,0,0,0,0,0,9650268,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,12283188,0,0,0,0,0,0,0,0,0,3000000,0,0,1921,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18254,12/31/2025 0:00:00,9613,0,0,0,0,12352299,0,0,15164015,0,12352299,0,0,0,0,0,0,0,0,0,0,82025,0,0,0,0,0,0,0,0,252119,0,298390,0,0,0,0,0,0,0,0,0,0,0,22299,0,0,0,0,0,0,0,0,168993,714,21935,90877,98,2122,98373,0,0,0,0,0,11664,1430093,0,0,2495553,0,0,0,0,0,282988,0,0,0,0,0,441,0,1269,0,0,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,550509,0,28110,36979,0,146799,0,88736,0,0,0,0,0,0,0,0,173829,1833487,0,0,0,0,0,0,0,0,0,0,2782468,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18271,12/31/2025 0:00:00,9619,0,0,0,0,262391671,19145643,1183892,328596826,0,262391671,19145643,1183892,0,0,0,72,0,0,0,0,122024,0,0,0,0,0,0,0,0,12341871,0,4108936,0,0,0,0,0,0,0,0,0,0,0,1906611,0,0,0,0,0,0,0,0,5401707,326047,770969,2670300,288147,448915,2027032,0,0,0,0,38101,167086,32877863,0,0,13313292,0,0,0,0,11830226,12590696,0,0,0,0,3521,17488,638,22340,0,315,44302,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,0,0,0,0,16450807,0,3769896,2797104,0,3503789,0,1035774,3942,0,0,0,0,0,0,0,1165261,48952963,0,0,0,0,0,0,0,0,0,0,43596448,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49052706,0,0,3495955,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18273,12/31/2025 0:00:00,9620,0,0,0,0,99946861,163473,5589,117350234,0,99946861,163473,5589,0,0,0,57,0,0,0,0,122024,0,0,0,0,0,0,0,0,4314379,0,1521651,0,0,0,0,0,0,0,0,0,0,0,609097,0,0,0,0,0,0,0,0,2514764,25663,244292,1087009,43031,140803,229440,0,7430,0,0,21987,99408,5002097,0,0,2544112,0,0,0,0,4562553,2636923,0,0,0,685737,184,3148,216,7900,0,421,11869,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,98770,5836030,0,1483897,746412,600,1910688,0,0,35371,2,0,0,0,0,0,0,770438,25508159,0,0,0,0,0,0,0,0,-398317,0,16151791,1376,0,0,0,82273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2364102,0,0,0,0,0,0,0,0,0,1176225,0,0,0,0,0,0,0,0,0,0,71700,0,0,71700,0,0,0,0,0,0,0,0,201826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18297,12/31/2025 0:00:00,9632,0,0,0,0,4811748249,321142912,37650028,6032593184,0,4811748249,321142912,37650028,0,0,0,1107,0,0,0,0,122024,0,0,0,0,0,0,0,0,262355955,0,56531690,0,0,0,0,0,0,0,0,0,0,0,13034644,0,0,0,0,0,0,0,0,86638042,921271,6318527,39756595,5859880,11883822,6024895,0,0,0,0,612668,2655029,1459737029,0,0,337504535,0,0,0,0,95149388,126417854,0,0,-14549,0,42205,189551,11397,386352,3816,32475,665796,0,0,0,0,0,0,0,0,0,0,0,0,0,599,5,0,0,0,0,0,0,318887645,0,64425655,131899411,0,50508963,0,4053587,0,0,0,0,0,0,0,0,40050622,818506654,0,0,0,0,0,0,0,0,-5034893,0,587461773,974,0,1498211163,0,416936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72487,1569243026,0,0,0,0,0,0,0,230000000,230000000,1337999208,0,0,29841186,1686.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18301,12/31/2025 0:00:00,9635,0,0,0,0,29715080,852777,58339,34872777,0,29715080,852777,58339,0,0,0,6,0,0,0,0,122024,0,0,0,0,0,0,0,0,333545,0,1197493,0,0,0,0,0,0,0,0,0,0,0,17468,0,0,0,0,0,0,0,0,307385,8236,35276,105604,579,8568,133850,0,0,0,0,6096,49009,1307101,0,0,2158562,0,0,0,0,0,493601,0,0,0,0,239,1102,82,2242,0,0,3665,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1531038,0,116281,611766,0,365132,0,200000,61395,0,0,0,0,0,0,0,246881,1471683,0,0,0,0,0,0,0,0,0,0,4141387,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18336,12/31/2025 0:00:00,9648,0,0,0,0,689405503,51005746,3140985,869038501,0,695865136,51005746,3140985,0,0,0,1340,0,0,0,0,62025,0,0,0,0,0,0,0,0,53025569,0,9022607,0,0,0,0,0,0,0,0,0,0,0,2642477,0,0,0,0,0,0,0,0,6291146,62569,1079428,5412783,305518,3584488,240646,0,0,0,0,151641,225231,464366462,0,0,22057159,0,0,0,0,1190495,1343113,0,0,3069,0,5040,11855,1397,68889,1625,6702,95516,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0,62048176,0,3936034,26959733,0,8683474,0,848755,0,0,0,0,0,0,0,0,3709147,202918490,0,0,0,0,0,0,0,0,0,0,115316848,1322,0,0,0,2381033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43108,571415942,0,0,0,0,0,0,0,0,0,70000000,0,0,4885396,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18562592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18343,12/31/2025 0:00:00,9653,0,0,0,0,1072466,0,0,1641426,0,1072466,0,0,0,0,0,2,0,0,0,0,82025,0,0,0,0,0,0,0,0,69554,0,27436,0,0,0,0,0,0,0,0,0,0,0,4777,0,0,0,0,0,0,0,0,21824,3135,1042,28528,355,4319,7822,0,0,0,0,0,2278,600765,0,0,130546,0,0,0,0,0,196131,0,0,0,0,0,0,0,392,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96990,0,4777,16507,0,14020,0,0,0,0,0,0,0,0,0,0,0,163288,0,0,0,0,0,0,0,0,0,0,564879,3441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28300,1621.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18353,12/31/2025 0:00:00,9659,0,0,0,0,6907528,8414,0,7795280,0,6907528,8414,0,0,0,0,4,0,0,0,0,62025,0,0,0,0,0,0,0,0,344812,0,25338,0,0,0,0,0,0,0,0,0,0,0,57685,0,0,0,0,0,0,0,0,251447,4023,22374,149253,365,13574,13219,0,0,0,0,1640,14831,3028425,0,0,1613984,0,0,0,0,0,325348,0,0,0,0,29,581,0,1503,0,0,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,372833,0,99924,33907,0,-39986,2435,0,480,0,0,0,0,7795279,0,0,122610,1573531,0,0,0,0,0,0,0,0,0,0,853800,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5351,0,0,0,0,0,0,0,0,0,0,0,0,10936,1628.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18393,12/31/2025 0:00:00,9677,0,0,0,0,75418175,1727391,41227,91722529,0,75418175,1727391,41227,0,0,0,7,0,0,0,0,122024,0,0,0,0,0,0,0,0,1543925,0,2014576,0,0,0,0,0,0,0,0,0,0,0,180852,0,0,0,0,0,0,0,0,1012317,21000,108926,145871,47659,31526,500677,0,0,0,0,15729,12307,14636449,0,0,5219986,0,0,0,0,1501722,589518,0,0,0,171236,507,2543,211,5565,39,28,8893,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,3558501,0,785942,1100356,0,1354075,0,73000,0,0,0,0,0,0,0,0,773318,5200390,0,0,0,0,0,0,0,0,0,0,15015269,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650000,0,0,35264,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
