"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
13305,12/31/2025 0:00:00,6726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,77,0,0,0,0,0,0,21
13321,12/31/2025 0:00:00,6735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4228476,0,0,0,0,1065837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,144
13329,12/31/2025 0:00:00,6738,0,0,0,0,0,0,266846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640330,0,0,0,0,373484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,111
13334,12/31/2025 0:00:00,6740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5467313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7534979,0,0,0,0,2067666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,0,0,0,0,0,0,487
13345,12/31/2025 0:00:00,6746,0,0,0,0,0,0,5938121,0,0,0,0,0,0,0,11325755,0,0,0,0,0,0,0,0,0,6036929,0,0,0,0,0,0,0,252854,42351422,0,0,0,0,24834692,212,19,0,1,0,0,91,4,59,9,178,19,197,33,0,23,6,34,231,1747,1057,0,2,0,0,0,2,581
13355,12/31/2025 0:00:00,6751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214404,0,0,213733,428137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,0,0,0,0,0,0,96
13367,12/31/2025 0:00:00,6755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13391,12/31/2025 0:00:00,6763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891266,0,0,0,0,0,0,0,0,0,1907456,0,0,0,0,0,0,0,0,891266,0,0,0,0,0,21,0,0,0,0,0,18,0,0,0,18,0,18,3,0,0,0,3,21,100,46,0,0,0,0,0,0,82
13392,12/31/2025 0:00:00,6764,0,0,0,0,0,0,549216283,0,0,0,0,0,0,0,567577777,0,0,0,0,0,0,0,0,0,45650,0,0,0,0,17712855,0,0,0,1191077779,0,0,0,0,56570864,340,31,0,3,0,0,22,7,251,11,337,31,368,0,0,64,13,3,371,3439,2226,0,0,0,0,0,0,91
13402,12/31/2025 0:00:00,6769,0,0,0,0,0,0,2209067,0,0,0,0,0,0,0,3675551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485985,6394754,0,0,0,0,24151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57,0,0,0,0,0,0,89
13416,12/31/2025 0:00:00,6777,0,0,0,0,0,0,11503209,0,0,0,0,0,0,0,2072776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927244,0,0,0,14503229,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,10,0,0,1,10,11,252,146,0,0,0,0,0,0,45
13426,12/31/2025 0:00:00,6782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
13432,12/31/2025 0:00:00,6785,0,0,0,0,0,0,2872300,0,0,0,0,0,0,0,4419097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17585,0,0,4918621,12227603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,112,0,0,0,0,0,0,200
13439,12/31/2025 0:00:00,6786,0,0,0,0,0,0,4890831,0,0,0,0,0,0,0,2783601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7674432,0,0,0,0,0,29,6,0,0,0,0,0,0,23,4,29,6,35,0,0,6,2,0,35,278,53,0,0,0,0,0,0,23
13456,12/31/2025 0:00:00,6798,0,0,0,0,0,0,181047,0,0,0,0,0,0,0,596094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160960,0,0,0,2230721,0,0,0,0,1292620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,5
13469,12/31/2025 0:00:00,6805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
13472,12/31/2025 0:00:00,6806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65791,258906,0,0,0,0,193115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
13476,12/31/2025 0:00:00,6810,0,0,0,0,0,0,3670920,0,0,0,0,0,0,0,8019416,0,0,0,0,0,0,0,0,0,4423030,0,0,0,0,884358,0,0,0,16390834,0,0,0,0,3816140,151,0,23,2,0,0,26,0,14,0,64,0,96,62,0,15,0,85,151,359,267,0,0,0,0,0,0,264
13481,12/31/2025 0:00:00,6812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13492,12/31/2025 0:00:00,6819,0,0,0,0,0,0,74281,0,0,0,0,0,0,0,3451654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104204,0,0,211319,3841458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,30,0,0,0,0,0,0,35
13495,12/31/2025 0:00:00,6821,0,0,0,0,0,0,2503651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504865,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,55,0,0,0,0,0,0,12
13503,12/31/2025 0:00:00,6827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,20
13516,12/31/2025 0:00:00,6835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173992,175421,0,0,0,0,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
13526,12/31/2025 0:00:00,6843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64993,0,0,0,1251216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,35
13534,12/31/2025 0:00:00,6848,0,0,0,0,0,0,1925226,0,0,0,0,0,0,0,4587862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418829,0,0,0,9068196,0,0,0,0,2136279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42,0,0,0,0,0,0,193
13544,12/31/2025 0:00:00,6856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13559,12/31/2025 0:00:00,6868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,393708,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,288
13583,12/31/2025 0:00:00,6881,0,0,0,0,0,0,1119492,0,0,0,0,0,0,0,3077669,0,0,0,0,0,0,0,0,0,32795,0,0,0,0,19549,0,0,143758,6141330,0,0,0,0,1780862,100,5,0,8,0,0,20,0,4,3,58,5,49,34,0,33,2,8,105,225,68,0,0,0,0,0,0,335
13591,12/31/2025 0:00:00,6887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784772,0,0,0,0,262200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
13599,12/31/2025 0:00:00,6893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
13601,12/31/2025 0:00:00,6895,0,0,0,0,0,0,39796114,0,0,0,0,0,0,0,20965018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346547,0,0,568213,64061930,0,0,0,0,2386038,13,7,0,0,0,0,4,1,1,4,5,7,12,8,0,0,2,8,20,177,554,1,0,0,0,0,0,8
13602,12/31/2025 0:00:00,6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10539,0,0,0,2289113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,107,0,0,0,0,0,0,20
13605,12/31/2025 0:00:00,6897,0,0,0,0,0,0,21599578,0,0,0,0,0,0,0,136206204,0,0,0,0,0,0,0,0,0,2363468,0,0,0,0,3138716,0,0,352502,190878851,0,0,0,0,29581851,202,1,6,0,0,0,54,0,39,0,122,1,123,74,0,27,0,82,203,923,1796,0,2,0,0,0,2,247
13616,12/31/2025 0:00:00,6904,0,0,0,0,0,0,11341308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131019,0,0,0,11582158,0,0,0,0,109831,0,44,0,0,0,0,0,5,0,24,0,32,32,0,12,0,3,12,44,391,346,0,0,0,0,0,0,232
13634,12/31/2025 0:00:00,6916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13649,12/31/2025 0:00:00,6927,0,0,0,0,0,0,1031616,0,0,0,0,0,0,0,3168347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013104,5213067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,940
13654,12/31/2025 0:00:00,6932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
13655,12/31/2025 0:00:00,6933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
13659,12/31/2025 0:00:00,6936,0,0,0,0,0,0,2588281,0,0,0,0,0,0,0,1519132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129068,4478020,0,0,0,0,241539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,75,0,0,0,0,0,0,67
13672,12/31/2025 0:00:00,6943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
13682,12/31/2025 0:00:00,6948,0,0,0,0,0,0,2465584,0,0,0,0,0,0,0,1484228,0,0,0,0,0,0,0,0,0,733650,0,0,0,0,213796,0,0,0,4712568,0,0,0,0,548960,20,0,0,8,0,0,1,0,2,0,3,0,3,9,0,0,0,17,20,1827,149,0,0,0,0,0,0,959
13687,12/31/2025 0:00:00,6950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,155
13690,12/31/2025 0:00:00,6952,0,0,0,0,0,0,7331492,0,0,0,0,0,0,0,13113589,0,0,0,0,0,0,0,0,0,1860951,0,0,0,0,2591013,0,0,2296827,33749256,0,0,0,0,8416335,1,39,0,0,0,0,0,22,0,16,1,39,40,0,0,0,1,0,40,742,472,0,0,0,0,0,0,785
13704,12/31/2025 0:00:00,6960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8835453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537581,0,0,0,9373034,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,9,30,70,4,0,0,0,0,0,33
13729,12/31/2025 0:00:00,6978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,0,0,0,0,0,0,40
13733,12/31/2025 0:00:00,6981,0,0,0,0,0,0,41491,0,0,0,0,0,0,0,3635562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4093694,0,0,0,0,416641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,43,0,0,0,0,0,0,42
13737,12/31/2025 0:00:00,6983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16706211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534876,0,0,0,20248532,0,0,0,0,7445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
13741,12/31/2025 0:00:00,6987,0,0,0,0,0,0,80692241,0,0,0,0,0,0,0,15218607,0,0,0,0,0,0,0,0,0,2583381,0,0,0,0,41463,0,0,2045904,98418323,0,0,0,0,420108,162,7,0,8,0,0,58,0,32,6,104,7,113,50,0,8,0,53,169,1144,987,0,0,0,0,0,0,796
13760,12/31/2025 0:00:00,7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882422,0,0,0,0,882422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,67,0,0,0,0,0,0,0
13762,12/31/2025 0:00:00,7004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187180,3941952,0,0,0,0,1576630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,51,0,0,0,0,0,542
13763,12/31/2025 0:00:00,7005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6960,0,0,0,8897,0,0,0,0,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,127
13766,12/31/2025 0:00:00,7007,0,0,0,0,0,0,442399,0,0,0,0,0,0,0,654552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76634,0,0,0,1173585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,0,0,0,0,0,0,19
13777,12/31/2025 0:00:00,7017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,69
13790,12/31/2025 0:00:00,7026,0,0,0,0,0,0,1110919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49211,0,0,0,0,274923,0,0,0,1500243,0,0,0,0,114401,2,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,2,99,27,0,0,0,0,0,0,299
13791,12/31/2025 0:00:00,7027,0,0,0,0,0,0,140861,0,0,0,0,0,0,0,5069784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6755079,0,0,0,0,1544434,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,4,120,125,0,0,0,0,0,0,34
13794,12/31/2025 0:00:00,7029,0,0,0,0,0,0,10708662,0,0,0,0,0,0,0,3673507,0,0,0,0,0,0,0,0,0,461810,0,0,0,0,0,0,0,0,17749889,0,0,0,0,3367720,34,46,0,0,0,0,4,11,8,27,13,46,59,21,0,0,7,21,80,192,227,41,0,0,0,0,0,128
13800,12/31/2025 0:00:00,7031,0,0,0,0,0,0,10058561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788694,0,0,0,0,854245,0,0,1816904,12757814,0,0,0,0,28104,111,7,1,7,0,0,31,2,14,5,53,7,60,50,0,6,0,58,118,373,626,0,1,0,0,0,1,1594
13821,12/31/2025 0:00:00,7046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3
13823,12/31/2025 0:00:00,7047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
13828,12/31/2025 0:00:00,7051,0,0,0,0,0,0,16945262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10133398,0,0,0,87249381,0,0,0,0,60170721,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1999,628,0,0,0,0,0,0,822
13833,12/31/2025 0:00:00,7053,0,0,0,0,0,0,870732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864924,1779176,0,0,0,0,43520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,0,0,0,0,62
13842,12/31/2025 0:00:00,7056,0,0,0,0,0,0,8295793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236717,0,0,0,9143657,0,0,0,0,611147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,166,0,0,0,0,0,0,10
13852,12/31/2025 0:00:00,7065,0,0,0,0,0,0,659390,0,0,0,0,0,0,0,2460225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195511,3672746,0,0,0,0,357620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,0,0,0,0,0,0,297
13857,12/31/2025 0:00:00,7068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354510,354510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
13873,12/31/2025 0:00:00,7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
13885,12/31/2025 0:00:00,7087,0,0,0,0,0,0,445171,0,0,0,0,0,0,0,3171151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157901,0,0,67685,4652144,0,0,0,0,810236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,51,0,0,0,0,0,0,56
13898,12/31/2025 0:00:00,7094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8286300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12197403,0,0,0,0,3911103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,213,0,0,0,0,0,273
13902,12/31/2025 0:00:00,7097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4122594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6549885,0,0,0,0,2427291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,28,0,0,0,0,0,0,244
13919,12/31/2025 0:00:00,7108,0,0,0,0,0,0,37120271,0,0,0,0,0,0,0,41105126,0,0,0,0,0,0,0,0,0,7958353,0,0,0,0,47802,0,0,4206705,115574913,0,0,0,0,33095009,157,60,7,14,0,0,19,1,9,47,45,49,111,91,11,3,1,191,217,1583,1668,2,0,0,0,0,0,217
13926,12/31/2025 0:00:00,7114,0,0,0,0,0,0,5975661,0,0,0,0,0,0,0,2959260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342032,0,0,834263,10111216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,230,0,0,0,0,0,0,27
13933,12/31/2025 0:00:00,7118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304400,0,0,0,0,304400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,0,0,0,0,0,0,10
13938,12/31/2025 0:00:00,7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9316,0,0,0,391484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,15
13939,12/31/2025 0:00:00,7122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8051043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604611,0,0,0,8655654,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,222,8,14,0,0,0,0,0,296
13940,12/31/2025 0:00:00,7123,0,0,0,0,0,0,222257,0,0,0,0,0,0,0,1540406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534597,0,0,0,0,771934,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,29,0,0,0,0,0,0,31
13941,12/31/2025 0:00:00,7124,0,0,0,0,0,0,3530793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3530793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,90,0,0,0,0,0,0,58
13944,12/31/2025 0:00:00,7127,0,0,0,0,0,0,8391654,0,0,0,0,0,0,0,5127235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981525,14500414,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,3,4,158,169,0,0,0,0,0,0,43
13965,12/31/2025 0:00:00,7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
13966,12/31/2025 0:00:00,7137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,3,4,27,29,0,0,0,0,0,0,121
13974,12/31/2025 0:00:00,7144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,77
14003,12/31/2025 0:00:00,7159,0,0,0,0,0,0,2435289,0,0,0,0,0,0,0,2178936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4614225,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41,150,0,0,0,0,0,0,149
14011,12/31/2025 0:00:00,7162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14015,12/31/2025 0:00:00,7164,0,0,0,0,0,0,2377391,0,0,0,0,0,0,0,2348396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26154,0,0,376600,5128541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,112,0,0,0,0,0,0,17
14016,12/31/2025 0:00:00,7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,5
14018,12/31/2025 0:00:00,7167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608256,0,0,0,0,631333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,76,107,0,0,0,0,0,0,18
