"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
16728,12/31/2025 0:00:00,8770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16732,12/31/2025 0:00:00,8771,0,0,0,0,0,0,113271,0,0,0,0,0,0,0,988573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131844,0,0,0,0,30000,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,19,0,10,0,0,0,0,0,0,75
16746,12/31/2025 0:00:00,8777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,29,0,0,0,0,0,0,7
16754,12/31/2025 0:00:00,8783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,53
16756,12/31/2025 0:00:00,8785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314639,0,0,0,0,412897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,109,0,0,0,0,0,0,49
16769,12/31/2025 0:00:00,8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16770,12/31/2025 0:00:00,8794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
16773,12/31/2025 0:00:00,8796,0,0,0,0,0,0,2148136,0,0,0,0,0,0,0,2404734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32481,5946783,0,0,0,0,1361432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,81,18,0,0,0,0,0,308
16785,12/31/2025 0:00:00,8802,0,0,0,0,0,0,2036174,0,0,0,0,0,0,0,3361460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300264,0,0,156994,6707161,0,0,0,0,852269,37,1,0,0,0,0,7,0,12,0,33,1,34,4,0,14,1,4,38,141,95,0,0,0,0,0,0,14
16790,12/31/2025 0:00:00,8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16813,12/31/2025 0:00:00,8818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965701,0,0,21299,1363230,0,0,0,0,376230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,77
16893,12/31/2025 0:00:00,8861,0,0,0,0,0,0,1654391,0,0,0,0,0,0,0,1688086,0,0,0,0,0,0,0,0,0,6389,0,0,0,0,192330,0,0,0,3534807,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,2,0,2,0,0,0,0,1,3,49,11,0,0,0,0,0,0,19
16933,12/31/2025 0:00:00,8884,0,0,0,0,0,0,877567,0,0,0,0,0,0,0,575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267690,0,0,0,1833277,0,0,0,0,113020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,126,0,0,0,0,0,0,55
16946,12/31/2025 0:00:00,8891,0,0,0,0,0,0,221307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827254,0,0,0,0,605947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,142,0,0,0,0,0,0,208
16947,12/31/2025 0:00:00,8892,0,0,0,0,0,0,773262,0,0,0,0,0,0,0,868876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85505,0,0,0,2003741,0,0,0,0,276098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,51,0,0,0,0,0,0,39
16951,12/31/2025 0:00:00,8894,0,0,0,0,0,0,123610,0,0,0,0,0,0,0,815113,0,0,0,0,0,0,0,0,0,839563,0,0,0,0,0,0,0,6454,945177,0,0,0,0,0,41,0,0,0,0,0,9,0,9,0,24,0,24,17,0,6,0,17,41,148,0,0,0,0,0,0,0,39
16954,12/31/2025 0:00:00,8896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900256,0,0,0,0,266625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,0,0,0,10
16979,12/31/2025 0:00:00,8907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26
16989,12/31/2025 0:00:00,8914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,10
16993,12/31/2025 0:00:00,8917,0,0,0,0,0,0,4009552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487143,0,0,0,0,3961709,0,0,0,9936158,0,0,0,0,1964897,0,55,0,0,0,0,0,12,0,41,0,55,55,0,0,0,0,0,55,385,269,24,0,0,0,0,0,523
17012,12/31/2025 0:00:00,8924,0,0,0,0,0,0,40955016,0,0,0,0,0,0,0,26939592,0,0,0,0,0,0,0,0,0,377176,0,0,0,0,51173,0,0,3111475,72235393,0,0,0,0,1178137,33,25,0,5,0,0,18,4,2,21,26,25,51,2,0,5,0,7,58,1963,2164,1,0,0,0,0,0,329
17014,12/31/2025 0:00:00,8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
17017,12/31/2025 0:00:00,8928,0,0,0,0,0,0,3669348,0,0,0,0,0,0,0,10794791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211732,0,0,0,14711099,0,0,0,0,35228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,190,0,0,0,0,0,0,28
17040,12/31/2025 0:00:00,8940,0,0,0,0,0,0,551522,0,0,0,0,0,0,0,3453143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425291,0,0,0,5379156,0,0,0,0,949200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,143,0,0,0,0,0,0,232
17057,12/31/2025 0:00:00,8949,0,0,0,0,0,0,1511551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17271,0,0,0,0,0,0,0,12656,2772873,0,0,0,0,1248666,57,45,0,0,0,0,3,8,1,29,7,45,52,50,0,3,7,50,102,160,316,0,0,0,0,0,0,394
17067,12/31/2025 0:00:00,8954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
17100,12/31/2025 0:00:00,8972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2986778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829487,0,0,0,5505503,0,0,0,0,1689238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,107,0,0,0,0,0,0,121
17105,12/31/2025 0:00:00,8976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
17107,12/31/2025 0:00:00,8977,0,0,0,0,0,0,2231803,0,0,0,0,0,0,0,2394267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,4635070,0,0,0,0,0,21,0,0,0,0,0,0,0,4,0,21,0,21,0,0,17,0,0,21,314,15,0,0,0,0,0,0,27
17112,12/31/2025 0:00:00,8978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
17117,12/31/2025 0:00:00,8981,0,0,0,0,0,0,17037232,0,0,0,0,0,0,0,32748743,0,0,0,0,0,0,0,0,0,1059094,0,0,0,0,3120734,0,0,0,52907778,0,0,0,0,1069,0,45,0,0,0,1,0,2,0,31,0,44,44,0,0,0,8,1,45,1102,1673,0,0,0,0,0,0,773
17126,12/31/2025 0:00:00,8985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17127,12/31/2025 0:00:00,8986,0,0,0,0,0,0,4796445,0,0,0,0,0,0,0,4981276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624369,0,0,28392,12430482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,1451,0,0,0,0,0,0,328
17136,12/31/2025 0:00:00,8991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
17154,12/31/2025 0:00:00,9002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
17218,12/31/2025 0:00:00,9046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
17224,12/31/2025 0:00:00,9049,0,0,0,0,0,0,9670587,0,0,0,0,0,0,0,6072447,0,0,0,0,0,0,0,0,0,2241091,0,0,0,0,200107,0,0,59452,18351676,0,0,0,0,2349083,131,0,0,0,0,0,18,0,9,0,27,0,27,104,0,0,0,104,131,184,469,0,0,0,0,0,0,660
17232,12/31/2025 0:00:00,9054,0,0,0,0,0,0,418585,0,0,0,0,0,0,0,592599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53054,0,0,0,1064238,0,0,0,0,0,0,27,0,0,0,0,0,0,0,27,0,27,27,0,0,0,0,0,27,16,48,0,0,0,0,0,0,101
17250,12/31/2025 0:00:00,9063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35800,35800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,0,0,1,0,0,1,39
17253,12/31/2025 0:00:00,9066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
17254,12/31/2025 0:00:00,9067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741042,0,0,0,0,202723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641
17269,12/31/2025 0:00:00,9074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17311,12/31/2025 0:00:00,9097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
17327,12/31/2025 0:00:00,9108,0,0,0,0,0,0,3395945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49211,0,0,1628079,5303067,0,0,0,0,229832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,63,0,0,0,0,0,0,45
17331,12/31/2025 0:00:00,9112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
17335,12/31/2025 0:00:00,9116,0,0,0,0,0,0,432051,0,0,0,0,0,0,0,10767079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162407,0,0,0,12361537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,58,0,0,0,0,0,0,188
17339,12/31/2025 0:00:00,9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
17361,12/31/2025 0:00:00,9131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
17362,12/31/2025 0:00:00,9132,0,0,0,0,0,0,3721461,0,0,0,0,0,0,0,2427555,0,0,0,0,0,0,0,0,0,375210,0,0,0,0,64756,0,0,1465476,9222584,0,0,0,0,1543336,67,0,0,5,0,0,1,0,3,0,4,0,4,58,0,0,0,63,67,737,41,0,0,0,0,0,0,936
17371,12/31/2025 0:00:00,9135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17372,12/31/2025 0:00:00,9136,0,0,0,0,0,0,806209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408214,0,0,0,1214423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,0,0,0,0,0,0,38
17389,12/31/2025 0:00:00,9147,0,0,0,0,0,0,1149033,0,0,0,0,0,0,0,2360723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695464,0,0,0,10404032,0,0,0,0,5198812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,48,0,0,0,0,0,0,1626
17395,12/31/2025 0:00:00,9150,0,0,0,0,0,0,10024099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392179,0,0,0,0,0,0,0,0,10024099,0,0,0,0,0,36,7,1,0,0,0,8,0,21,2,34,7,41,1,0,5,5,2,43,294,231,1,0,0,0,0,0,18
17396,12/31/2025 0:00:00,9151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
17398,12/31/2025 0:00:00,9152,0,0,0,0,0,0,1335605,0,0,0,0,0,0,0,2280675,0,0,0,0,0,0,0,0,0,103025,0,0,0,0,91190,0,0,126159,3833629,0,0,0,0,0,36,7,0,4,0,0,20,0,0,0,21,7,28,11,0,1,7,15,43,3802,76,36,0,0,0,0,0,932
17411,12/31/2025 0:00:00,9161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322200,0,0,59333,381533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
17429,12/31/2025 0:00:00,9171,0,0,0,0,0,0,263627502,0,0,0,0,0,0,0,249569575,0,0,0,0,0,0,0,0,0,14142286,0,0,0,0,34593016,0,0,5487887,557410096,0,0,0,0,4132116,601,8,17,150,0,0,75,1,117,4,367,8,375,67,0,167,3,234,609,11454,6473,10,0,0,0,0,0,2287
17436,12/31/2025 0:00:00,9175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44675,0,0,0,0,44675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,16,0,0,0,0,0,0,34
17437,12/31/2025 0:00:00,9176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
17449,12/31/2025 0:00:00,9179,0,0,0,0,0,0,3922550,0,0,0,0,0,0,0,2184005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6647550,0,0,0,0,540995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,101,0,0,0,0,0,0,97
17454,12/31/2025 0:00:00,9180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
17464,12/31/2025 0:00:00,9187,0,0,0,0,0,0,1284680,0,0,0,0,0,0,0,4316872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5907,0,0,26208,6636083,0,0,0,0,1002416,3,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,3,148,173,0,0,0,0,0,0,165
17550,12/31/2025 0:00:00,9243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
17555,12/31/2025 0:00:00,9247,0,0,0,0,0,0,191180,0,0,0,0,0,0,0,3564779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844472,0,0,0,0,88513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,15,0,0,0,0,0,0,31
17569,12/31/2025 0:00:00,9254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,36,89,0,0,0,0,0,0,53
17587,12/31/2025 0:00:00,9266,0,0,0,0,0,0,306101850,0,0,0,0,0,0,0,162026152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29478617,0,0,12910866,513177417,0,0,0,0,2659932,25,1,0,0,0,0,1,1,2,0,6,1,7,19,0,3,0,19,26,1845,5475,0,0,0,0,0,0,4239
17588,12/31/2025 0:00:00,9267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17623,12/31/2025 0:00:00,9285,0,0,0,0,0,0,78223126,0,0,0,0,0,0,0,176358299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4943803,260192767,0,0,0,0,667539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937,2346,0,0,0,0,0,0,1804
17630,12/31/2025 0:00:00,9290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,1,0,0,0,0,0,90
17636,12/31/2025 0:00:00,9294,0,0,0,0,0,0,351178,0,0,0,0,0,0,0,2765455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123799,0,0,177135,3417567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,262
17642,12/31/2025 0:00:00,9297,0,0,0,0,0,0,128965431,0,0,0,0,0,0,0,198000350,0,0,0,0,0,0,0,0,0,10036189,0,0,0,0,28694325,0,0,0,438133303,0,0,0,0,82473197,307,9,4,0,0,0,49,1,111,0,179,1,180,124,8,13,0,136,316,2493,9201,0,0,0,0,0,0,35706
17665,12/31/2025 0:00:00,9307,0,0,0,0,0,0,218527,0,0,0,0,0,0,0,7381297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614333,0,0,8740,9134556,0,0,0,0,911659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,257,0,0,0,0,0,0,166
17675,12/31/2025 0:00:00,9315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17679,12/31/2025 0:00:00,9317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
17681,12/31/2025 0:00:00,9318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
17687,12/31/2025 0:00:00,9323,0,0,0,0,0,0,16825,0,0,0,0,0,0,0,819602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21803,858230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,14
17691,12/31/2025 0:00:00,9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17715,12/31/2025 0:00:00,9339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
17733,12/31/2025 0:00:00,9349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542802,0,0,0,0,25111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,0,0,36
17752,12/31/2025 0:00:00,9364,0,0,0,0,0,0,3168585,0,0,0,0,0,0,0,1699476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561698,5429759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,20
17793,12/31/2025 0:00:00,9388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
17831,12/31/2025 0:00:00,9407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61345,62164,0,0,0,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
17841,12/31/2025 0:00:00,9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
17847,12/31/2025 0:00:00,9415,0,0,0,0,0,0,2726004,0,0,0,0,0,0,0,3890666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229060,0,0,92785,6938515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,124,0,0,0,0,0,0,49
17849,12/31/2025 0:00:00,9416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
