"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
24234,12/31/2025 0:00:00,14361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632693,0,0,0,0,0,0,0,0,0,0,0,0,3214590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,0,213301,0,0,0,0,0,0,0,684494,0,0,0,0,0,48689,0,18,0,0,0,0,0,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139495,0,0,0,0,0,0,0,0,0,90000,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547386,0,0,0,0,0,0,0,0,547386,4197692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24235,12/31/2025 0:00:00,14362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511207809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244537853,0,0,3084927,2441724,66246335,14775254,8529474,127499524,0,0,0,0,0,4778621,0,2911,0,0,0,0,0,236936,0,2804653,0,0,0,0,0,0,0,0,0,0,0,0,0,19981,6582,49,32025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292888,0,0,0,0,103,554724,0,1956539,520945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287949907,0,0,0,0,0,0,0,0,287949907,1127895823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24236,12/31/2025 0:00:00,14363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534,0,0,0,0,0,0,0,0,0,0,0,0,18666641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4456162,0,0,1108895,0,1768286,226083,9868,0,0,0,0,0,0,202655,0,159,0,0,0,0,0,5707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,297,10,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,0,7334,0,0,10,11876,0,5682,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106772,0,0,0,0,0,0,0,0,106772,25732446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24238,12/31/2025 0:00:00,14365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125084,0,0,0,0,0,0,0,0,0,0,0,0,19307151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509569,0,0,0,0,1598230,0,0,1906619,0,0,0,0,0,2900061,0,23,0,0,0,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,40,13,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3437,0,7327,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3365983,0,0,0,0,0,0,0,0,3365983,34302771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24239,12/31/2025 0:00:00,14366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609136,0,0,0,0,0,0,0,0,0,0,0,0,77165254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,46365326,0,0,160033,90579,1096240,236131,128206,32846020,0,0,0,0,0,972601,0,119,0,0,0,0,0,18792,0,1394185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,12,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13795940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17791219,0,0,0,0,0,0,0,0,17791219,206286136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24246,12/31/2025 0:00:00,14373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,102023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24250,12/31/2025 0:00:00,14377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184401373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15617000,0,0,0,0,0,0,0,159586228,0,0,261675,109450,15392474,903164,247858,26685612,0,0,0,0,0,47134,0,3369,0,0,0,0,0,103676,0,599376,0,0,0,0,0,0,0,0,0,0,0,0,0,2988,2328,5,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2573,0,113057,14671,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23971666,0,0,0,0,0,0,0,0,23971666,469866075,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
24254,12/31/2025 0:00:00,14381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987812,0,0,0,0,0,0,0,0,0,0,0,0,197507554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180592192,0,0,1544455,77912,25007285,695866,124798,53293051,0,0,0,0,0,388799,0,2160,0,0,0,0,0,60553,0,1770867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097,4,122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29756096,0,25068281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29756096,0,0,0,0,0,0,0,0,29756096,514487512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24257,12/31/2025 0:00:00,14384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16028,0,0,0,0,0,0,0,0,0,0,0,0,6255099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2187879,0,0,6271,0,1201058,33315,0,1068446,0,0,0,0,0,206916,0,76,0,0,0,0,0,4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,235,11,122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198782,0,0,0,0,0,0,0,0,198782,11416842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24262,12/31/2025 0:00:00,14389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112249,0,4,0,0,0,0,0,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,12025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24266,12/31/2025 0:00:00,14393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15473,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24270,12/31/2025 0:00:00,14397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24274,12/31/2025 0:00:00,14401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7054032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770667,0,0,0,0,0,188622,0,898071,0,0,0,0,0,295492,0,85,0,0,0,0,0,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,7,32025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10820911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24279,12/31/2025 0:00:00,14406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981278,0,0,0,0,0,0,0,0,0,0,0,0,196971569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000000,40500000,9723090,0,0,0,0,0,168109566,0,0,2000774,0,28560954,3035680,27357915,19023256,0,0,0,0,0,1531523,0,580,0,0,0,0,0,47163,0,420539,0,0,0,0,0,0,0,0,0,0,0,0,0,904,5479,15,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406,0,662,0,0,24,30062,0,151768,70004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63154374,0,0,0,0,0,0,0,0,63154374,540937205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24281,12/31/2025 0:00:00,14408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149004,0,0,0,0,0,0,0,0,0,0,0,0,5212212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502542,0,0,0,0,0,0,0,0,0,0,0,0,0,77664,0,55,0,0,0,0,0,4695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,496,3,102024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12982,0,15202,0,0,15,29028,0,39425,2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7863758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24284,12/31/2025 0:00:00,14411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447112,0,0,0,0,0,0,0,0,447112,1630850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24286,12/31/2025 0:00:00,14413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150512151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140212,0,0,0,22686817,0,0,0,0,12650065,52797863,0,0,0,0,0,0,0,954344,0,774,0,0,0,0,0,20730,0,152350,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,1416,12,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,2,14963,0,24737,49154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4129786,0,0,0,0,0,140212,0,0,4269998,252943974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24290,12/31/2025 0:00:00,14417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102508,0,0,250000,0,0,1483444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,1483,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,32025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3845322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24292,12/31/2025 0:00:00,14419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3386619,0,0,0,0,0,0,0,0,0,0,0,0,337569067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27251798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,0,0,0,0,0,0,234912456,0,0,12686875,11624522,80418553,65258144,29096498,304258726,0,0,0,0,0,3023851,0,2681,0,0,0,0,0,182292,0,2473692,0,0,0,0,0,0,0,0,0,0,0,0,0,9225,13260,30,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5032750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159470,0,0,0,0,64,375042,0,1472933,261486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118045485,0,0,0,0,0,0,0,0,118045485,1343284035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24299,12/31/2025 0:00:00,14425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326382624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3384570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000000,0,0,0,0,0,0,0,202538317,0,0,2582735,268597,22913106,9925496,703310,128853815,0,0,0,0,0,4735983,0,1296,0,0,0,0,0,88003,0,2042566,0,0,0,0,0,0,0,0,0,0,0,0,0,11219,4584,17,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,56388,0,910499,205882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75845149,0,0,0,0,0,0,0,0,75845149,826198679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24304,12/31/2025 0:00:00,14430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673672,0,0,0,0,0,0,0,0,0,0,0,0,110703045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55088501,0,0,8954,0,4540757,2293870,320863,3164434,0,0,0,0,0,714358,0,1339,0,0,0,0,0,58727,0,45798,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,10112,21,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42048729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101,0,0,0,0,12,22334,0,59293,11629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8666899,0,0,0,0,0,0,0,0,8666899,188835623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24312,12/31/2025 0:00:00,14438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6682617,0,0,0,0,0,0,0,0,0,0,0,0,252863460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7998374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,181063163,0,0,13521409,2575408,63471782,43874525,4103542,126896053,0,0,0,0,0,2374868,0,1107,0,0,0,0,0,161698,0,1160995,0,0,0,0,0,0,0,0,0,0,0,0,0,13765,8868,34,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130536,0,21034,0,47659,104,375292,0,818157,67632,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54904577,0,0,0,0,0,0,0,0,54904577,900005692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
