"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
107,12/31/2025 0:00:00,57,0,0,719678,0,1,0,180219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498520,3247630,2335783,1072440,0,7154374,0,0,0,177873,0,0,0,177873,0,0,0,0,0,63425490,0,0,0,0,0,0,0,0,01/01/2023,-22915,75748941,0,0,0,0,0,0,0,0,0,0,0,294848,0,0,0,104,3063458,0,0,0,0,0
108,12/31/2025 0:00:00,58,0,0,556721,0,1,0,205145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1150000,1400000,0,0,0,10000,0,0,0,10000,0,0,0,0,0,35889883,0,0,0,0,0,0,0,0,03/01/2023,0,44978664,0,0,0,0,0,0,0,0,0,0,0,133134,0,0,0,0,0,0,0,0,0,0
110,12/31/2025 0:00:00,59,0,0,20696,0,1,0,60199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33552938,0,0,0,0,0,0,0,0,04/01/2023,0,39455782,0,0,0,0,0,0,0,0,0,0,0,6460,0,0,0,0,0,0,0,0,0,0
119,12/31/2025 0:00:00,62,0,283052,914040,0,1,0,95386,0,0,0,0,0,0,0,0,0,0,0,0,3430298,22427233,14068740,25703796,3986001,69616068,0,0,0,0,0,0,0,-5546285,0,85735,0,0,0,85735,0,0,0,0,0,79070326,0,0,0,0,0,0,0,0,01/01/2023,0,90747120,0,0,0,0,0,0,0,0,0,0,0,245663,0,0,0,0,0,0,0,0,0,0
120,12/31/2025 0:00:00,63,0,0,580096,0,1,0,435891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21624000,10155000,3486000,0,0,35265000,0,0,0,255812,0,0,0,255812,0,0,0,0,0,118334373,0,0,0,0,0,0,0,0,01/01/2023,4328,129143078,0,0,0,0,0,0,0,0,0,0,0,550149,0,0,0,0,0,0,0,0,0,0
132,12/31/2025 0:00:00,69,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829778,0,0,0,0,0,0,0,0,,0,1002993,0,0,0,0,0,0,0,0,0,0,0,25505,0,0,0,0,0,0,0,0,0,0
135,12/31/2025 0:00:00,70,0,0,929549,0,1,0,346086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002173,13489267,17491440,0,0,0,0,0,0,0,-8560,0,0,0,0,0,0,0,0,0,0,0,97078793,0,0,0,0,0,0,0,0,01/01/2023,5588,114143601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,12/31/2025 0:00:00,72,0,0,878712,0,1,0,75239,0,0,0,0,0,0,0,0,0,0,0,0,3245381,5041878,2491613,0,0,10778872,0,0,0,0,0,0,0,0,0,64316,0,0,0,64316,0,0,0,0,0,38590239,0,0,0,0,0,0,0,0,03/01/2023,0,43426684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,6941929,0,0,0,0,0
146,12/31/2025 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947007,0,0,0,0,0,0,0,0,,0,5450476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,12/31/2025 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382412,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1533497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2025 0:00:00,77,0,15203370,4599881,345000,1,0,4319497,0,0,0,0,0,0,0,0,0,0,0,0,25493111,35213225,5013568,8022782,0,73742687,2151515,0,64309,49636,0,2265459,0,-3659661,0,2845816,197,0,-1443,2844570,0,0,0,0,11170,452062765,0,0,0,0,0,0,0,0,07/01/2023,490762,491541076,0,0,0,0,0,0,0,0,0,0,0,1732498,0,0,308370,0,0,0,0,0,0,-780429
151,12/31/2025 0:00:00,78,0,172126330,3325824,0,1,0,9386600,0,0,0,0,0,0,0,0,0,0,0,0,22795925,15035448,28807692,26998122,12281542,105918730,0,0,0,0,0,0,0,-13337137,0,6149688,0,0,0,6149688,0,0,0,0,0,1015431826,0,0,0,0,0,0,0,0,01/01/2023,3232555,1136422683,0,0,0,0,0,0,0,0,0,0,0,5377937,0,0,0,0,0,0,0,0,0,0
153,12/31/2025 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270677,0,0,0,0,0,0,0,0,,0,348803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,12/31/2025 0:00:00,83,0,19166117,13054470,0,1,0,22893768,0,0,0,0,25399265,25399265,0,0,0,0,0,0,125465530,91923010,91076623,243925746,65069905,617460814,0,0,0,0,0,0,0,-20402149,0,9111321,0,0,10490,9121811,0,0,0,0,17374,2403535869,0,0,0,17,879393,791454,0,0,01/01/2023,8713806,2741943000,0,0,0,0,0,0,0,0,0,0,0,24938383,0,2245595,1523557,1,3661151,3,5239151,0,0,0
162,12/31/2025 0:00:00,85,0,14578751,727500,0,1,0,729637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4150000,850000,0,1500000,7300000,13800000,0,0,0,704000,0,0,0,704000,0,0,0,0,0,158743251,0,0,0,0,0,0,0,0,01/01/2023,122000,176783467,0,0,0,0,0,0,0,0,0,0,0,638131,0,0,0,0,0,0,0,0,0,0
167,12/31/2025 0:00:00,87,0,0,8153514,5440185,1,0,1233108,0,0,0,0,0,0,0,0,0,0,0,0,15325296,15134355,15892645,0,0,46352296,0,83334,0,0,0,83334,0,135338,0,84336,0,0,-2000,82336,0,0,0,0,12000,643924215,0,0,0,0,0,0,0,0,01/01/2023,351796,719945789,0,0,0,0,0,0,0,0,0,0,0,4380166,0,0,0,0,0,0,0,0,0,0
168,12/31/2025 0:00:00,88,0,0,476170,0,1,0,118774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,494605,0,744605,0,0,0,0,0,0,0,0,0,0,0,0,0,36258975,0,0,0,0,0,0,0,0,10/01/2023,0,39975621,0,0,0,0,0,0,0,0,0,0,0,161002,0,0,0,0,0,0,0,0,0,0
169,12/31/2025 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887380,0,0,0,0,0,0,0,0,,0,1592508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,12/31/2025 0:00:00,92,0,145446693,11909887,848473,1,0,9182471,0,0,0,0,0,0,0,0,0,0,0,0,185322914,32786443,125983696,57567022,0,401660075,0,0,0,0,0,0,0,-15250632,0,7628505,0,0,1399,7629904,0,0,0,0,4177,1496176219,0,0,0,11,42021,40697,0,0,04/01/2023,360098,1756845358,0,0,0,0,0,0,0,0,0,0,0,11962236,0,0,0,0,0,0,0,0,0,0
187,12/31/2025 0:00:00,100,0,0,333882,0,1,0,424401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496000,248000,0,0,0,744000,0,0,0,299228,0,0,0,299228,0,0,0,0,0,23687205,0,0,0,22,1147823,573912,0,0,01/01/2023,296736,27258099,0,0,0,0,0,0,0,0,0,0,0,605730,0,0,0,0,0,0,0,0,0,0
195,12/31/2025 0:00:00,104,0,0,188356,0,1,0,118857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7276,0,0,0,7276,0,0,0,0,0,18211900,0,0,0,0,0,0,0,0,01/01/2023,1069,20006788,0,0,0,0,0,0,0,0,0,0,0,16285,0,0,0,0,0,0,0,0,0,0
196,12/31/2025 0:00:00,105,0,2865598,30712082,8816565,1,0,41590018,0,0,0,0,0,0,0,0,0,0,0,0,52358448,20329657,41893787,49778103,13344915,177704910,0,0,0,0,0,0,0,-17413011,0,30950000,0,0,0,30950000,0,0,0,0,0,2719340179,6,797381,577713,0,0,0,0,0,01/01/2023,19699299,2989564099,0,0,0,0,0,0,0,0,0,0,0,27294120,0,0,0,0,0,5,4060422,0,0,0
198,12/31/2025 0:00:00,107,0,0,94488,0,1,0,33972,4585620,0,0,0,0,4585620,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,1000000,0,0,3000000,0,0,0,6714,0,0,0,6714,0,0,0,0,0,38713733,0,0,0,0,0,0,0,0,01/01/2023,0,52724104,0,0,0,0,0,0,0,0,0,0,0,21481,0,-139664,0,0,0,0,0,0,0,0
199,12/31/2025 0:00:00,108,0,34115282,3093058,383577,1,0,573010,0,0,0,0,0,0,0,0,0,0,0,0,1749058,6626446,6223525,24094102,3019622,41712753,0,0,0,0,0,0,0,-4605011,0,471229,0,0,0,471229,0,0,0,0,0,183649888,0,0,0,0,0,0,0,0,01/01/2023,69660,212945247,0,0,0,0,0,0,0,0,0,0,0,1516019,0,0,0,0,0,0,0,0,0,0
200,12/31/2025 0:00:00,109,0,0,0,0,1,0,41521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6960243,0,0,0,0,0,0,0,0,02/01/2025,0,9814490,0,0,0,0,0,0,0,0,0,0,0,12895,0,0,0,0,0,0,0,0,0,0
205,12/31/2025 0:00:00,112,0,4889888,1215966,0,1,0,1007597,0,0,0,0,0,0,0,0,0,0,0,0,6765870,8209127,27910857,1057768,0,43943624,4008790,2688000,0,0,0,6696790,0,-1118618,0,767000,0,0,0,767000,0,0,0,0,0,233548565,0,0,0,0,0,0,0,0,01/01/2023,425000,280802021,0,0,0,0,0,0,0,0,0,0,0,1391600,0,0,0,0,0,0,0,0,0,0
216,12/31/2025 0:00:00,116,0,1740985,542147,0,1,0,150974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497630,7429720,10545573,0,0,19472923,0,0,0,145489,0,0,1407,146896,0,0,0,0,0,69861080,0,0,0,0,0,0,0,0,01/01/2023,77450,76555433,0,0,0,0,0,0,0,0,0,0,0,265319,0,0,0,0,0,0,0,0,0,0
220,12/31/2025 0:00:00,117,0,7043751,135098,0,1,0,108273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002328,1509062,1500000,0,0,7011390,0,0,0,70844,0,0,0,70844,0,0,0,0,0,33212265,0,0,0,0,0,0,0,0,01/01/2023,101683,41574694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,12/31/2025 0:00:00,119,0,43108,6191673,259427,1,0,3340652,0,0,0,0,0,0,0,0,0,0,0,0,253798,420914,13093,0,0,687805,249000,498000,0,0,0,747000,0,-18344,0,3179101,0,0,0,3179101,0,0,0,0,0,136396760,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,178526458,0,0,0,0,0,0,0,0,0,0,0,3226126,0,0,0,0,0,0,0,0,0,0
227,12/31/2025 0:00:00,121,0,595515555,11905188,208372543,1,0,579177473,0,0,0,0,0,0,0,0,0,0,0,0,905864443,86981812,1189324719,1292125803,34502707,3508799484,0,0,0,0,0,0,0,-106241817,0,342030636,0,0,35293,342065929,0,0,0,0,8264695,26351237476,0,0,0,2010,866315960,228473251,0,0,01/01/2023,601794136,29289975058,0,0,0,0,0,0,0,0,0,0,0,136077015,0,0,-23811935,0,0,0,0,0,0,0
233,12/31/2025 0:00:00,124,0,9164416,979197,0,1,0,758715,0,0,0,0,0,0,0,0,0,0,0,0,418716,1054519,130777,478840,51311,2134163,0,0,0,0,0,0,0,-114785,0,640545,0,0,0,640545,0,0,0,0,0,170610768,0,0,0,0,0,0,0,0,01/01/2023,424197,190305559,0,0,0,0,0,0,0,0,0,0,0,963453,0,0,755100,0,0,0,0,0,0,0
234,12/31/2025 0:00:00,125,0,0,260281,0,1,0,89720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4249000,4238000,9000000,2000000,0,19487000,0,0,0,48368,0,0,0,48368,0,0,0,0,0,62869779,0,0,0,0,0,0,0,0,03/01/2023,0,81438986,0,0,0,0,0,0,0,0,0,0,0,390443,0,0,0,0,0,0,0,0,0,0
240,12/31/2025 0:00:00,128,0,0,567989,0,1,0,236640,0,0,0,0,0,0,0,0,0,0,0,0,3955866,156137,0,929880,208231,5250114,550383,2755931,3828521,987795,0,8122630,0,58921,0,89369,0,0,0,89369,0,0,0,0,0,88316488,0,0,0,0,0,0,0,0,01/01/2023,-117333,108638200,0,0,0,0,0,0,0,0,0,0,0,49339,0,0,0,0,0,0,0,0,0,0
242,12/31/2025 0:00:00,129,0,0,1945450,485897,1,0,1021369,0,0,0,0,0,0,0,0,0,0,0,0,7065390,3289923,5041224,0,0,15396537,0,0,0,0,0,0,0,-113100,0,844682,0,0,0,844682,0,0,0,0,0,104502159,0,0,0,0,0,0,0,0,01/01/2023,579051,126320280,0,0,0,0,0,0,0,0,0,0,0,36433,0,0,0,0,0,0,0,0,0,0
256,12/31/2025 0:00:00,136,0,10900553,1542592,185768,1,0,1324485,0,0,0,0,0,0,0,0,0,0,0,0,19636327,21967154,15380999,24569165,7293641,88847285,0,0,0,0,0,0,0,-2712246,0,1635791,0,0,0,1635791,0,0,0,0,0,260084942,0,0,0,0,0,0,0,0,Fiscal Year 2022,143696,289605941,0,0,0,0,0,0,0,0,0,0,0,959729,0,0,-27402,0,0,0,0,0,0,0
258,12/31/2025 0:00:00,137,0,33833624,1629495,0,1,0,702750,0,0,0,0,0,0,0,0,0,0,0,0,4009844,5183053,0,6802529,0,15995427,29857363,49537569,15367084,30230095,0,124992112,0,-59252,0,403415,0,0,0,403415,0,0,0,0,0,340473855,0,0,0,0,0,0,0,0,07/01/2023,141523,395062219,0,0,0,0,0,0,0,0,0,0,0,2617605,0,0,0,0,0,0,0,0,0,0
262,12/31/2025 0:00:00,139,0,1381,334324,0,1,0,171848,0,0,0,0,0,0,0,0,0,0,0,0,2583123,10357006,7574739,821292,0,21336160,0,0,0,0,0,0,0,-787246,0,143598,0,0,0,143598,0,0,0,0,0,66769917,0,0,0,0,0,0,0,0,05/01/2023,113251,71971041,0,0,0,0,0,0,0,0,0,0,0,368717,0,0,0,0,0,0,0,0,0,0
266,12/31/2025 0:00:00,143,0,1818780,1160230,0,1,0,2005894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9342400,53343498,26369626,4556432,0,93611955,0,0,0,728688,0,0,0,728688,0,0,0,0,0,284856164,0,0,0,0,0,0,0,0,03/01/2023,1349187,339771855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,12/31/2025 0:00:00,149,0,0,2082658,470765,1,0,433364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313961,0,0,0,313961,0,0,0,0,0,165246731,0,0,0,0,0,0,0,0,03/01/2023,116033,196324726,0,0,0,0,0,0,0,0,0,0,0,298431,0,0,0,0,0,0,0,0,0,0
277,12/31/2025 0:00:00,152,0,13145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771005,691017,164943,0,1626965,0,0,0,0,0,0,0,-120036,0,0,0,0,0,0,0,0,0,0,0,1132448,0,0,0,0,0,0,0,0,,0,2127390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,12/31/2025 0:00:00,154,0,898342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12970234,0,0,0,0,0,0,0,0,,0,14644871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,12/31/2025 0:00:00,155,0,0,64808,0,1,0,23828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12118173,0,0,0,0,0,0,0,0,01/01/2023,0,13832275,0,0,0,0,0,0,0,0,0,0,0,79586,0,0,0,0,0,0,0,0,0,0
294,12/31/2025 0:00:00,160,0,37808992,3052950,431623,1,0,3484721,0,0,0,0,0,0,0,0,0,0,0,0,5257436,7308371,7891041,13817686,0,34274534,0,0,0,0,0,0,0,-2483947,0,3545843,0,0,0,3545843,0,0,0,0,0,438719771,0,0,0,0,0,0,0,0,01/01/2023,0,476164787,0,0,0,0,0,0,0,0,0,0,0,3921219,0,0,0,0,0,0,0,0,0,0
303,12/31/2025 0:00:00,166,0,0,952151,0,1,0,626778,0,0,368635,0,0,368635,0,0,0,0,0,0,6163908,4201093,11355233,7349529,0,29069763,0,248000,0,0,0,248000,0,-966730,0,807459,0,0,0,807459,0,0,0,0,0,120544736,0,0,0,0,0,0,0,0,10/01/2023,640449,129150557,0,0,0,0,0,0,0,0,0,0,0,776044,0,18635,0,0,0,0,0,0,0,0
306,12/31/2025 0:00:00,168,0,0,1851026,0,1,0,702191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149872,7524755,15054725,0,0,26729351,0,0,0,537516,0,0,0,537516,0,0,0,0,0,100886198,0,0,0,0,0,0,0,0,01/01/2023,516153,112929066,0,0,0,0,0,0,0,0,0,0,0,1333148,0,0,0,0,0,0,0,0,0,0
319,12/31/2025 0:00:00,173,0,26035320,853648,40096,1,0,4564652,0,0,0,0,0,0,0,0,0,0,0,0,2702950,1494252,2192491,10015722,0,16405414,0,0,0,0,0,0,0,-2317056,0,4237887,0,0,0,4237887,0,0,0,0,0,252857876,0,0,0,0,0,0,0,0,07/01/2023,909187,269613510,0,0,0,0,0,0,0,0,0,0,0,1166404,0,0,0,0,0,0,0,0,0,0
320,12/31/2025 0:00:00,174,0,16645250,534302,0,1,0,468735,0,0,0,0,0,0,0,0,0,0,0,0,9879636,6758497,466699,287914,0,17392746,0,0,0,0,0,0,0,-442219,0,179741,0,0,0,179741,0,0,0,0,0,115626306,0,0,0,0,0,0,0,0,01/01/2023,73200,126667030,0,0,0,0,0,0,0,0,0,0,0,692731,0,0,0,0,0,0,0,0,0,0
340,12/31/2025 0:00:00,183,0,17773628,1887376,0,1,0,3613549,0,0,0,0,0,0,0,0,0,0,0,0,11285674,24111800,36123971,26873018,0,98394463,0,0,0,0,0,0,0,-7884315,0,3724876,0,0,0,3724876,0,0,0,0,0,653097041,0,0,0,0,0,0,0,0,01/01/2023,187522,711578212,0,0,0,0,0,0,0,0,0,0,0,4198039,0,0,0,0,0,0,0,0,0,0
352,12/31/2025 0:00:00,188,0,10480355,6742797,370584,1,0,3635220,0,719023,0,0,276166,995189,0,0,0,0,0,0,1460436,16947726,4323500,1640245,0,24371907,20065,0,0,0,0,20065,0,-846171,0,3825000,0,0,0,3825000,0,0,0,0,0,428984183,0,0,0,0,0,0,0,0,07/01/2023,2118956,478605777,0,0,0,0,0,0,0,0,0,0,0,2323668,0,0,62407,0,0,0,0,0,0,0
361,12/31/2025 0:00:00,193,0,716399,14457619,0,1,0,7685277,0,0,0,0,0,0,0,0,0,0,0,0,5694102,6313550,8956544,8109402,2691372,31764970,0,0,0,0,0,0,0,-2264960,0,5663928,0,0,-16381,5647547,0,0,0,0,17745,651472437,0,0,0,0,0,0,0,0,01/01/2023,2113427,706989724,0,0,0,0,0,0,0,0,0,0,0,5200055,0,0,0,0,0,0,0,0,0,0
365,12/31/2025 0:00:00,197,0,0,1190929,6547,1,0,616088,0,0,0,0,0,0,0,0,0,0,0,0,498681,1483200,367502,0,0,2349383,0,0,0,0,0,0,0,33989,0,573759,0,0,129,573888,0,0,0,0,129,136778801,0,0,0,0,0,0,0,0,06/01/2023,70253,143736027,0,0,0,0,0,0,0,0,0,0,0,751479,0,-9126,0,0,0,0,0,0,0,0
367,12/31/2025 0:00:00,199,0,907528,38512,0,1,0,229200,0,0,0,0,0,0,0,0,0,0,0,0,0,389605,3835702,0,0,4225307,7895000,1700000,0,0,0,9595000,0,33150,0,-29923,0,0,0,-29923,0,0,0,0,0,30158779,0,0,0,0,0,0,0,0,03/01/2023,395391,33002463,0,0,0,0,0,0,0,0,0,0,0,321562,0,0,0,0,0,0,0,0,0,0
370,12/31/2025 0:00:00,201,0,0,239530,0,1,0,54545,0,0,0,0,0,0,0,0,0,0,0,0,12200,38683,111032,113913,20341,296169,2888000,2149000,100000,0,0,5137000,0,-7019,0,18665,0,0,0,18665,0,0,0,0,0,17778822,0,0,0,0,0,0,0,0,01/01/2023,0,19825654,0,0,0,0,0,0,0,0,0,0,0,3243,0,0,0,0,0,0,0,0,0,0
373,12/31/2025 0:00:00,203,0,77343,1586003,6481,1,0,427516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6535518,11195554,7556652,10352692,300000,35940416,0,0,0,110169,0,0,0,110169,0,0,0,0,0,105437599,0,0,0,0,0,0,0,0,03/01/2023,192744,115205018,0,0,0,0,0,0,0,0,0,0,0,607566,0,0,0,0,0,0,0,0,0,0
376,12/31/2025 0:00:00,206,0,0,66189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744051,0,0,0,0,0,0,0,0,,0,9041444,0,0,0,0,0,0,0,0,0,0,0,29944,0,0,0,0,0,0,0,0,0,0
378,12/31/2025 0:00:00,208,0,0,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177366,0,0,177366,0,0,0,0,0,0,0,-22634,0,0,0,0,0,0,0,0,0,0,0,5087122,0,0,0,0,0,0,0,0,,0,6881578,0,0,0,0,0,0,0,0,0,0,0,9154,0,0,0,0,0,0,0,0,0,0
383,12/31/2025 0:00:00,211,0,0,156415,0,1,0,14765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5916,235629,304216,22642,0,568404,0,0,0,46678,0,0,0,46678,0,0,0,0,0,37325879,0,0,0,0,0,0,0,0,03/01/2023,38945,43617031,0,0,0,0,0,0,0,0,0,0,0,132437,0,0,0,0,0,0,0,0,0,0
389,12/31/2025 0:00:00,214,0,0,732065,0,1,0,1021956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11241645,4353191,6595695,8754173,0,30944704,0,0,0,506000,0,0,0,506000,0,0,0,0,0,167483371,0,0,0,0,0,0,0,0,09/01/2023,497631,188171972,0,0,0,0,0,0,0,0,0,0,0,1620465,0,0,0,0,0,0,0,0,0,0
390,12/31/2025 0:00:00,215,0,0,653789,0,1,0,172728,0,0,0,0,0,0,0,0,0,507920,0,507920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44421356,0,0,0,0,0,0,0,0,01/01/2023,0,52316695,0,0,0,0,0,0,0,0,0,0,0,95444,0,9420,0,0,0,0,0,0,0,0
395,12/31/2025 0:00:00,217,0,0,518330,64610,1,0,705197,0,0,0,0,0,0,0,0,0,0,0,0,8948223,6296080,6965814,2347913,0,24558030,0,0,0,0,0,0,0,-893448,0,582154,0,0,0,582154,0,0,0,0,0,119465860,0,0,0,0,0,0,0,0,01/01/2023,56724,130480693,0,0,0,0,0,0,0,0,0,0,0,392518,0,0,0,0,0,0,0,0,0,0
404,12/31/2025 0:00:00,222,0,14647011,870065,-800635,1,0,1942941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21329,27419,26512,20916,0,96176,0,0,0,1501245,0,0,0,1501245,0,0,0,0,0,141842737,0,0,0,0,0,0,0,0,Fiscal Year 2022,559175,165587463,0,0,0,0,0,0,0,0,0,0,0,1138970,0,0,0,13,187400,0,0,0,0,0
422,12/31/2025 0:00:00,229,0,0,87203,0,1,0,26124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21531,0,0,0,21531,0,0,0,0,0,10189908,0,0,0,0,0,0,0,0,Fiscal Year 2022,25877,11396814,0,0,0,0,0,0,0,0,0,0,0,71497,0,0,0,0,0,0,0,0,0,0
430,12/31/2025 0:00:00,232,0,0,1222984,0,1,0,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,499205,499085,0,0,998290,16448000,11680000,5725948,0,0,33853948,0,-1710,0,254309,0,0,0,254309,0,0,0,0,0,99148189,0,0,0,0,0,0,0,0,01/01/2023,0,111032716,0,0,0,0,0,0,0,0,0,0,0,765228,0,0,0,0,0,0,0,0,0,0
435,12/31/2025 0:00:00,235,0,99082826,7224088,1003492,1,0,17012597,0,0,0,0,0,0,0,0,0,0,0,0,206331375,266437621,223913525,226684472,24995030,948362023,0,0,0,0,0,0,0,-67041554,0,14267525,0,0,0,14267525,0,0,0,0,0,2696661573,0,0,0,0,0,0,0,0,01/01/2023,8334459,2937334977,0,0,0,0,0,0,0,0,0,0,0,11995805,0,0,183337,0,0,71,55651081,0,0,0
444,12/31/2025 0:00:00,239,0,0,438151,0,1,0,32131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13548368,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,16780895,0,0,0,0,0,0,0,0,0,0,0,48858,0,0,0,0,0,0,0,0,0,0
452,12/31/2025 0:00:00,240,0,0,246653,0,1,0,39762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12362,0,0,0,-12362,0,0,0,0,0,42635665,0,0,0,0,0,0,0,0,01/01/2023,9401,45861858,0,0,0,0,0,0,0,0,0,0,0,126120,0,0,0,0,0,0,0,0,0,0
