"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
20595,12/31/2025 0:00:00,11017,0,0,99680,0,1,0,123200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485000,235000,0,0,0,720000,0,0,0,56464,0,623,0,57087,0,0,0,0,0,6234136,0,0,0,0,0,0,0,0,04/01/2023,12564,7323614,0,0,0,0,0,0,0,0,0,0,0,26688,0,0,0,0,0,0,0,0,0,0
20600,12/31/2025 0:00:00,11021,0,11461604,1264748,106575,1,0,678044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235000,1501281,6500877,2009995,0,11247153,0,0,0,98553,0,0,-1519,97034,0,0,0,0,1574,212219304,0,0,0,0,0,0,0,0,09/01/2023,0,238756169,0,0,0,0,0,0,0,0,0,0,0,463192,0,0,0,0,0,0,0,0,0,0
20610,12/31/2025 0:00:00,11030,0,0,18621,0,1,0,41709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,0,0,0,1872,0,0,0,0,0,10499975,0,0,0,0,0,0,0,0,01/01/2023,8578,14202759,0,0,0,0,0,0,0,0,0,0,0,6951,0,0,0,0,0,0,0,0,0,0
20613,12/31/2025 0:00:00,11033,0,4202,1597127,0,1,0,431336,0,0,0,0,0,0,0,0,0,0,0,0,1787087,1425491,1365242,8521578,4211807,17311205,0,0,0,0,0,0,0,-2557315,0,525338,0,0,0,525338,0,0,0,0,0,117013750,0,0,0,0,0,0,0,0,01/01/2023,217315,130134127,0,0,0,0,0,0,0,0,0,0,0,1346606,0,0,0,0,0,0,0,0,0,0
20622,12/31/2025 0:00:00,11041,0,0,311383,0,1,0,200915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108478,0,0,0,108478,0,0,0,0,0,13757991,0,0,0,0,0,0,0,0,01/01/2023,0,16332117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20623,12/31/2025 0:00:00,11042,0,14332538,5789127,325364,1,0,3254075,0,0,0,0,0,0,0,0,0,0,0,0,37128475,77883742,22104576,59745562,4106386,200968742,2999129,0,0,0,0,2999129,0,892276,0,462000,0,0,0,462000,0,0,0,0,0,569400362,0,0,0,0,0,0,0,0,01/01/2023,933974,649139906,0,0,0,0,0,0,0,0,0,0,0,3739900,0,0,0,0,0,0,0,0,0,0
20629,12/31/2025 0:00:00,11046,0,0,353143,0,1,0,12840,0,0,0,0,0,0,0,0,0,0,0,0,3529985,6163688,3011841,2253869,0,14959383,0,0,0,0,0,0,0,-1168533,0,-34000,0,0,0,-34000,0,0,0,0,0,20812470,0,0,0,0,0,0,0,0,09/01/2023,80781,21583639,0,0,0,0,0,0,0,0,0,0,0,89437,0,0,0,0,0,0,0,0,0,0
20641,12/31/2025 0:00:00,11056,0,0,1118514,0,1,0,337531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3343000,5222151,349000,0,0,8914151,0,0,0,144462,0,0,0,144462,0,0,0,0,0,87071003,0,0,0,0,0,0,0,0,01/01/2023,58348,96431682,0,0,0,0,0,0,0,0,0,0,0,507999,0,0,0,0,0,0,0,0,0,0
20656,12/31/2025 0:00:00,11066,0,0,0,0,1,0,21838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859871,0,0,0,0,0,0,0,0,01/01/2023,0,2663058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20661,12/31/2025 0:00:00,11070,0,0,52930,0,1,0,28535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996000,0,0,0,0,996000,0,0,0,2292,0,0,0,2292,0,0,0,0,0,59547670,0,0,0,0,0,0,0,0,01/01/2023,-5781,69278027,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
20662,12/31/2025 0:00:00,11071,0,0,185584,0,1,0,17732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9644,0,0,0,9644,0,0,0,0,0,14479258,0,0,0,0,0,0,0,0,Fiscal Year 2022,9160,16793168,0,0,0,0,0,0,0,0,0,0,0,113741,0,0,0,0,0,0,0,0,0,0
20684,12/31/2025 0:00:00,11084,0,0,418497,0,1,0,472366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376035,0,0,0,376035,0,0,0,0,0,63466528,0,0,0,0,0,0,0,0,01/01/2023,0,72325741,0,0,0,0,0,0,0,0,0,0,0,356524,0,0,0,0,0,0,0,0,0,0
20691,12/31/2025 0:00:00,11090,0,0,444584,0,1,0,195748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240000,5800000,0,0,0,9040000,0,0,0,64959,0,0,0,64959,0,0,0,0,0,28281364,0,0,0,0,0,0,0,0,01/01/2023,10000,34456036,0,0,0,0,0,0,0,0,0,0,0,197078,0,0,0,0,0,0,0,0,0,0
20720,12/31/2025 0:00:00,11107,0,0,12669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7664032,0,0,0,0,0,0,0,0,,0,8672975,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0
20727,12/31/2025 0:00:00,11112,0,0,2169882,274084,1,0,1071653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,0,900000,0,0,0,0,0,195209835,0,0,0,0,0,0,0,0,07/01/2023,0,219904069,0,0,0,0,0,0,0,0,0,0,0,2897051,0,0,0,0,0,0,0,0,0,0
20749,12/31/2025 0:00:00,11123,0,514432,1270625,39074,1,0,203022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132000,0,0,0,132000,0,0,0,0,0,78907731,0,0,0,0,0,0,0,0,01/01/2024,0,91907184,0,0,0,0,0,0,0,0,0,0,0,41308,0,0,0,0,0,0,0,0,0,0
20773,12/31/2025 0:00:00,11138,0,0,0,0,1,0,65714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7479,0,0,0,7479,0,0,0,0,0,10942407,0,0,0,0,0,0,0,0,01/01/2023,17012,13406778,0,0,0,0,0,0,0,0,0,0,0,30691,0,0,0,0,0,0,0,0,0,0
20793,12/31/2025 0:00:00,11152,0,0,1055321,0,1,0,631136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19321,226561,10446009,0,0,10691890,0,0,0,315888,0,0,0,315888,0,0,0,0,0,27297037,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,30942449,0,0,0,0,0,0,0,0,0,0,0,84789,0,0,0,0,0,0,0,0,0,0
20805,12/31/2025 0:00:00,11163,0,0,314025,0,1,0,217266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85001,0,0,0,85001,0,0,0,0,0,41635948,0,0,0,0,0,0,0,0,Fiscal Year 2022,87479,46342424,0,0,0,0,0,0,0,0,0,0,0,43689,0,0,0,0,0,0,0,0,0,0
20823,12/31/2025 0:00:00,11174,0,0,329450,2778,1,0,99733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881000,5463000,645000,0,0,9989000,0,0,0,92848,0,0,0,92848,0,0,0,0,0,53117764,0,0,0,0,0,0,0,0,03/01/2023,0,60766325,0,0,0,0,0,0,0,0,0,0,0,267948,0,0,0,0,0,0,0,0,0,0
20824,12/31/2025 0:00:00,11175,0,0,895364,0,1,0,392377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199376,0,0,0,199376,0,0,0,0,0,27378459,0,0,0,0,0,0,0,0,01/01/2023,126667,37143366,0,0,0,0,0,0,0,0,0,0,0,422815,0,0,0,0,0,0,0,0,0,0
20842,12/31/2025 0:00:00,11185,0,0,309764,0,1,0,362256,0,0,0,0,0,0,0,0,0,0,0,0,0,280056,600038,0,0,880094,750000,0,0,0,0,750000,0,-9295,0,93914,0,0,34874,128788,0,0,0,0,0,29506868,0,0,0,0,0,0,0,0,01/01/2023,151838,36972669,0,0,0,0,0,0,0,0,0,0,0,870418,0,0,0,0,0,0,0,0,0,0
20857,12/31/2025 0:00:00,11195,0,0,35381,0,1,0,83552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899336,0,0,0,0,899336,0,0,0,6935,0,0,0,6935,0,0,0,0,0,9914606,0,0,0,0,0,0,0,0,07/01/2023,39863,11113649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20861,12/31/2025 0:00:00,11198,0,0,1843967,3622729,1,0,789334,0,0,0,0,0,0,0,0,0,0,0,0,0,101320,0,0,0,101320,9676400,18094050,13482355,0,0,41252805,0,-5424,0,314470,0,0,0,314470,0,0,0,0,0,159102734,0,0,0,0,0,0,0,0,01/01/2023,16546,186566690,0,0,0,0,0,0,0,0,0,0,0,744545,0,0,0,0,0,0,0,0,0,0
20874,12/31/2025 0:00:00,11206,0,0,3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700679,0,0,0,0,0,0,0,0,,0,2470407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20885,12/31/2025 0:00:00,11215,0,0,28911,0,1,0,123954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112109,0,0,0,112109,0,0,0,0,0,29650449,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,32659508,0,0,0,0,0,0,0,0,0,0,0,27450,0,0,0,0,0,0,0,0,0,0
20890,12/31/2025 0:00:00,11219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133302,0,0,0,0,0,0,0,0,,0,152091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20891,12/31/2025 0:00:00,11220,0,0,207318,0,1,0,51539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51539,0,0,0,51539,0,0,0,0,0,11340898,0,0,0,0,0,0,0,0,02/01/2023,14350,12330194,0,0,0,0,0,0,0,0,0,0,0,76836,0,0,0,0,0,0,0,0,0,0
20921,12/31/2025 0:00:00,11244,0,0,468603,39117,1,0,132541,0,0,0,0,0,0,0,0,0,0,0,0,3930493,9982166,14195963,397513,0,28506135,1148961,4174053,4405679,1637225,0,11365918,0,-395033,0,25200,0,0,0,25200,0,0,0,0,0,53243101,0,0,0,0,0,0,0,0,01/01/2023,61418,59377296,0,0,0,0,0,0,0,0,0,0,0,161131,0,0,0,0,0,0,0,0,0,0
20943,12/31/2025 0:00:00,11261,0,0,3416435,0,1,0,1081736,0,0,0,0,0,0,0,0,0,0,0,0,5405530,11819040,0,0,0,17224570,0,0,0,0,0,0,0,-6191,0,185833,0,0,0,185833,0,0,0,0,0,165655804,0,0,0,0,0,0,0,0,01/01/2023,377578,184041014,0,0,0,0,0,0,0,0,0,0,0,1115542,0,0,0,0,0,0,0,0,0,0
20951,12/31/2025 0:00:00,11268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349091,0,0,0,0,0,0,0,0,,0,2755861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20957,12/31/2025 0:00:00,11273,0,0,74973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2392947,0,0,0,0,0,0,0,0,,0,2730437,0,0,0,0,0,0,0,0,0,0,0,5147,0,0,0,0,0,0,0,0,0,0
20974,12/31/2025 0:00:00,11285,0,807320,397717,0,1,0,137025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379000,0,0,0,379000,0,0,0,0,0,38518993,0,0,0,0,0,0,0,0,01/01/2023,489710,43691772,0,0,0,0,0,0,0,0,0,0,0,69756,0,0,0,0,0,0,0,0,0,0
20990,12/31/2025 0:00:00,11295,0,0,107199,0,1,0,57060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72986,0,0,0,72986,0,0,0,0,0,22600667,0,0,0,0,0,0,0,0,03/01/2023,34374,29117238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21009,12/31/2025 0:00:00,11310,0,5290000,431130,0,1,0,482755,0,0,0,0,0,0,0,0,0,0,0,0,11005347,9267414,13151946,4312164,0,37736871,2862,10731,0,0,0,13593,0,-2598116,0,178300,0,0,0,178300,0,0,0,0,0,158012774,0,0,0,0,0,0,0,0,01/01/2023,37257,172181001,0,0,0,0,0,0,0,0,0,0,0,427913,0,0,-17609,0,0,553,3829201,0,0,0
21012,12/31/2025 0:00:00,11311,0,0,2032872,-460525,1,0,1338040,0,0,0,0,0,0,106021,0,2172900,740773,1921350,4941044,13039035,14895645,24991911,12884080,5989,65816660,0,0,0,0,0,0,0,-2463243,0,505145,0,0,1019,506164,0,0,0,0,0,158942956,0,0,0,0,0,0,0,0,07/01/2023,-51968,179432262,0,0,0,0,0,0,0,0,0,0,0,805217,0,357067,116311,0,0,0,0,0,0,0
21020,12/31/2025 0:00:00,11316,0,0,71183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8029205,0,0,0,0,0,0,0,0,,0,8795222,0,0,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0
21026,12/31/2025 0:00:00,11322,0,0,436519,0,1,0,177798,0,0,0,0,0,0,0,0,0,0,0,0,3523397,5885702,5952726,7126460,7691805,30180089,0,0,0,0,0,0,0,-3190959,0,182705,0,0,0,182705,0,0,0,0,0,96710808,0,0,0,0,0,0,0,0,03/01/2023,14030,106203237,0,0,0,0,0,0,0,0,0,0,0,479097,0,0,0,0,0,0,0,0,0,0
21029,12/31/2025 0:00:00,11324,0,0,0,0,1,0,13989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20022,0,0,0,20022,0,0,0,0,0,4508312,0,0,0,0,0,0,0,0,07/01/2023,0,5596395,0,0,0,0,0,0,0,0,0,0,0,4234,0,0,0,0,0,0,0,0,0,0
21057,12/31/2025 0:00:00,11345,0,0,135658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4420084,0,0,0,0,0,0,0,0,,0,5044478,0,0,0,0,0,0,0,0,0,0,0,5908,0,0,0,0,0,0,0,0,0,0
21070,12/31/2025 0:00:00,11355,0,0,564249,0,1,0,90453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85577,0,0,0,85577,0,0,0,0,0,22468428,0,0,0,0,0,0,0,0,10/01/2023,51503,25174856,0,0,0,0,0,0,0,0,0,0,0,81859,0,0,0,0,0,0,0,0,0,0
21073,12/31/2025 0:00:00,11358,0,0,1465724,0,1,0,1228867,0,0,0,0,0,0,0,0,0,0,0,0,455034,1569083,71990,44279,0,2140386,0,0,0,0,0,0,0,-8805,0,207611,0,0,0,207611,0,0,0,0,0,57485925,0,0,0,0,0,0,0,0,03/01/2023,354387,80776932,0,0,0,0,0,0,0,0,0,0,0,711977,0,0,0,0,0,1,1000000,0,0,0
21083,12/31/2025 0:00:00,11364,0,627385,2933563,587014,1,0,2108126,0,0,0,0,0,0,0,0,0,0,0,0,24783167,53608503,32439782,23648985,1666758,136147194,0,0,0,0,0,0,0,-9147506,0,336700,0,0,0,336700,0,0,0,0,0,365343987,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,414709074,0,0,0,0,0,0,0,0,0,0,0,2064795,0,0,0,0,0,0,0,0,0,0
21100,12/31/2025 0:00:00,11376,0,0,505191,-9644,1,0,100967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98774,54609,124201,41218,228818,547620,0,0,0,13586,0,0,0,13586,0,0,0,0,0,29065227,0,0,0,0,0,0,0,0,04/01/2023,0,35204771,0,0,0,0,0,0,0,0,0,0,0,152676,0,0,0,0,0,0,0,0,0,0
21107,12/31/2025 0:00:00,11380,0,0,0,0,1,0,40478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19993,0,0,0,19993,0,0,0,0,0,10883224,0,0,0,0,0,0,0,0,01/01/2024,0,13744695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21109,12/31/2025 0:00:00,11382,0,0,10262,1020,1,0,23520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695000,6453000,3058617,1753273,0,11959889,0,0,0,30000,0,0,0,30000,0,0,0,0,0,15385269,0,0,0,0,0,0,0,0,12/01/2023,0,20754627,0,0,0,0,0,0,0,0,0,0,0,64199,0,-1500,0,0,0,0,0,0,0,0
21115,12/31/2025 0:00:00,11387,0,0,451781,0,1,0,144272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21021654,0,0,0,0,0,0,0,0,01/01/2024,226678,23720399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21126,12/31/2025 0:00:00,11395,0,0,104110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7778552,0,0,0,0,0,0,0,0,,0,9027420,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0
21140,12/31/2025 0:00:00,11407,0,0,100,0,1,0,142876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5429000,670000,100000,0,0,6199000,0,0,0,-2477,0,0,0,-2477,0,0,0,0,0,19207083,0,0,0,0,0,0,0,0,01/01/2023,78524,22068148,0,0,0,0,0,0,0,0,0,0,0,4387,0,0,0,0,0,0,0,0,0,0
21157,12/31/2025 0:00:00,11422,0,0,212396,0,1,0,125413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240000,2728000,248000,0,0,4216000,0,0,0,92000,0,0,0,92000,0,0,0,0,0,16529889,0,0,0,0,0,0,0,0,01/01/2023,20000,19367854,0,0,0,0,0,0,0,0,0,0,0,21718,0,0,0,0,0,0,0,0,0,0
21190,12/31/2025 0:00:00,11447,0,0,15280,0,1,0,101625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81000,0,0,0,81000,0,0,0,0,0,10076737,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,11114283,0,0,0,0,0,0,0,0,0,0,0,34993,0,0,0,0,0,0,0,0,0,0
21202,12/31/2025 0:00:00,11458,0,0,166117,0,1,0,169022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52200,0,0,0,52200,0,0,0,0,0,15891325,0,0,0,0,0,0,0,0,10/01/2023,98990,17494067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21226,12/31/2025 0:00:00,11478,0,0,814769,48266,1,0,225802,0,0,0,93241,0,93241,0,0,0,0,0,0,0,0,0,0,0,0,2481000,5408000,496000,0,0,8385000,0,0,0,170189,0,0,0,170189,0,0,0,0,0,53207990,0,0,0,0,0,0,0,0,05/01/2023,129367,59410571,0,0,0,0,0,0,0,0,0,0,0,92318,0,2556,0,0,0,0,0,0,0,0
21231,12/31/2025 0:00:00,11483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,1354317,0,0,0,0,0,0,0,0,,0,1709136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21240,12/31/2025 0:00:00,11491,0,0,12705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690000,385000,0,0,0,1075000,0,0,0,0,0,0,0,0,0,0,0,0,0,3051252,0,0,0,0,0,0,0,0,,0,3490677,0,0,0,0,0,0,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,0,0
21244,12/31/2025 0:00:00,11495,0,4048476,303672,0,1,0,351300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4801917,18456681,14241759,211749,0,37712106,0,0,0,0,0,0,0,0,0,0,0,0,0,73098091,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,83934620,0,0,0,0,0,0,0,0,0,0,0,23571,0,0,0,0,0,0,0,0,0,0
21268,12/31/2025 0:00:00,11510,0,0,209034,0,1,291,51443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218877,218877,0,0,0,25106,0,291,87,25484,0,0,0,0,55,19950206,0,0,0,0,0,0,0,0,01/01/2023,7623,23038002,0,0,0,0,0,0,0,0,0,0,0,27656,0,0,0,0,0,0,0,0,0,0
21294,12/31/2025 0:00:00,11530,0,0,252308,0,1,0,63348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28962961,0,0,0,0,0,0,0,0,01/01/2023,47647,34331561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21305,12/31/2025 0:00:00,11538,0,0,1519635,0,1,0,390176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1795513,2000000,915785,844054,307042,5862393,0,0,0,358246,0,0,0,358246,0,0,0,0,0,76590844,0,0,0,0,0,0,0,0,01/01/2023,0,106340125,0,0,0,0,0,0,0,0,0,0,0,341377,0,0,0,0,0,0,0,0,0,0
21319,12/31/2025 0:00:00,11552,0,0,168032,12060,1,0,84988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50391,0,0,0,50391,0,0,0,0,0,21184461,0,0,0,0,0,0,0,0,01/01/2023,19993,23521229,0,0,0,0,0,0,0,0,0,0,0,18927,0,0,0,0,0,0,0,0,0,0
21326,12/31/2025 0:00:00,11558,0,9147844,543428,0,1,0,346098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542021,4029665,4713135,3137328,0,15422148,0,0,0,72000,0,0,0,72000,0,0,0,0,0,69699921,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,77003273,0,0,0,0,0,0,0,0,0,0,0,32488,0,0,95091,0,0,0,0,0,0,0
21339,12/31/2025 0:00:00,11569,0,0,302740,0,1,0,63651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7488,0,0,-590,-8078,0,0,0,0,90,35525032,0,0,0,0,0,0,0,0,01/01/2023,15995,41203883,0,0,0,0,0,0,0,0,0,0,0,220855,0,0,0,0,0,0,0,0,0,0
21354,12/31/2025 0:00:00,11582,0,0,738029,-180,1,0,499445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,250000,0,0,0,460944,0,0,0,460944,0,0,0,0,0,52527545,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,56856890,0,0,0,0,0,0,0,0,0,0,0,350072,0,0,0,0,0,398,502500,0,0,0
21355,12/31/2025 0:00:00,11583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964141,0,0,0,0,0,0,0,0,,0,1093126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21367,12/31/2025 0:00:00,11593,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962448,0,0,0,0,0,0,0,0,,0,2481904,0,0,0,0,0,0,0,0,0,0,0,9948,0,0,0,0,0,0,0,0,0,0
21368,12/31/2025 0:00:00,11594,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754550,0,0,0,0,0,0,0,0,,0,3272197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21383,12/31/2025 0:00:00,11606,0,0,1408342,0,1,0,302985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204534,0,0,0,204534,0,0,0,0,0,68421991,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,82761442,0,0,0,0,0,0,0,0,0,0,0,565814,0,0,0,0,0,0,0,0,0,0
21393,12/31/2025 0:00:00,11613,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,200000,75000,0,0,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,358196,0,0,0,0,0,0,0,0,,0,500531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
