"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
66618,12/31/2025 0:00:00,20840,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950000,2948137,0,2950000,2948137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100000,0,0,2948137,0,0,0,0,0,81721,81721,2294379,753758,0,0,81721,3129858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2858206,36262,0,0,36262,0,0,0,297401,2597067,0,2597067,0,0,0,0,0,0,0,0,0,0,0,0,0
66622,12/31/2025 0:00:00,20844,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000,550000,0,0,0,0,0,0,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800000,2350000,0,0,0,5150000,0,0,0,550000,0,0,0,0,59917,59917,3250000,2450000,0,0,59917,5759917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174826,144105,0,0,144105,0,0,0,185972,3132959,0,3132959,0,0,0,0,0,0,0,0,0,0,0,0,0
66625,12/31/2025 0:00:00,20847,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,1250000,0,0,0,2000000,0,0,0,0,0,0,0,90855,23469,114324,750000,1250000,0,90855,23469,2114324,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,19831,0,0,0,1902503,45892,0,0,45892,0,0,0,131721,1816674,0,1816674,0,0,0,0,0,0,0,0,0,0,0,0,0
66633,12/31/2025 0:00:00,20855,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25967036,0,37002062,0,0,0,0,0,0,0,0,0,0,0,21947568,21102110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21947568,21102110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13188000,2000000,500000,0,0,15688000,0,0,21102110,0,0,450000,0,1146927,218000,1814927,18130935,18609175,500000,1146927,218000,38605037,0,0,36028,36028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33925346,356739,0,0,356739,0,0,0,1396447,32885638,0,32885638,0,0,0,0,0,0,0,0,0,0,0,0,0
66637,12/31/2025 0:00:00,20859,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000,500000,0,0,0,2250000,0,0,0,1000000,8300000,101300,0,108668,217335,8727303,10800000,851300,0,108668,217335,11977303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13671427,1007326,0,0,1007326,0,0,0,426418,14252335,0,14252335,0,0,0,0,0,0,0,0,0,0,0,0,0
66638,12/31/2025 0:00:00,20860,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40393308,0,46200449,0,0,0,0,0,0,0,0,7000000,2998636,2895200,0,0,12415437,11741122,0,0,31635954,27385555,0,0,44051391,39126677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47050027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19696000,4981000,1745000,0,0,26422000,0,0,0,47050027,0,0,0,0,2052330,2052330,23712691,11607424,18658889,17787874,3757479,75524357,0,0,0,0,0,0,0,0,12866359,9351794,51310,0,0,0,0,0,0,0,0,0,9193785,0,0,0,23799738,1964518,0,0,1964518,0,0,0,2456527,23307729,0,23307729,0,0,0,0,0,0,0,0,0,0,0,0,0
66640,12/31/2025 0:00:00,20862,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245000,1245000,0,0,0,2490000,0,0,0,0,0,0,0,0,161585,161585,1245000,1245000,0,0,161585,2651585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700526,791609,0,0,791609,0,0,0,333066,5159069,0,5159069,0,0,0,0,0,0,0,0,0,0,0,0,0
66642,12/31/2025 0:00:00,20864,Subm,0,0,0,0,1081540,0,0,0,0,0,0,0,0,0,0,0,0,605501799,0,0,0,0,0,0,0,0,0,0,2393000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294646990,174881000,24962000,0,0,494489990,0,0,0,0,0,27107685,0,6351753,4035451,37494889,294646990,201988685,24962000,6351753,4035451,531984879,0,0,0,0,0,14249616,0,0,0,0,0,0,0,0,0,0,22248408,0,9000000,4000000,0,0,0,0,827643305,8543816,0,0,8543816,0,0,0,46246983,789940138,0,789940138,0,0,0,0,0,0,0,0,0,0,0,0,0
66652,12/31/2025 0:00:00,20874,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83461686,0,98652034,0,0,0,9734539,0,0,0,0,15000000,0,0,8466528,8225570,0,0,0,0,0,0,1312437,1234597,0,0,1312437,1234597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9778965,9460167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9465000,3984000,0,0,0,13449000,0,0,9460167,0,0,3240000,0,1448226,551774,5240000,11934140,13150148,0,2513105,551774,28149167,0,0,0,0,2322000,1963566,0,0,0,0,0,0,0,0,0,0,7753270,0,0,0,0,0,0,0,33688701,1658169,0,0,1658169,0,0,0,2952625,32394245,0,32394245,0,0,0,0,0,0,0,0,0,0,0,0,0
66660,12/31/2025 0:00:00,20882,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133213,-4212,0,0,-4212,0,0,0,1777,127224,0,127224,0,0,0,0,0,0,0,0,0,0,0,0,0
66662,12/31/2025 0:00:00,20884,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5892,11349,17241,0,0,0,5892,11349,17241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379220,17536,0,0,17536,0,0,0,18149,378607,0,378607,0,0,0,0,0,0,0,0,0,0,0,0,0
66663,12/31/2025 0:00:00,20885,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5534,5534,0,0,0,0,5534,5534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172269,18871,0,0,18871,0,0,0,8152,182988,0,182988,0,0,0,0,0,0,0,0,0,0,0,0,0
66665,12/31/2025 0:00:00,20887,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4749000,0,0,0,0,4749000,0,0,0,0,0,0,0,107404,41794,149198,4749000,0,0,107404,41794,4898198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4647039,64968,0,0,64968,0,0,0,138294,4573713,0,4573713,0,0,0,0,0,0,0,0,0,0,0,0,0
66677,12/31/2025 0:00:00,20899,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000,2250000,0,0,0,0,56,56,2250000,2250000,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7981000,4249000,500000,0,0,12730000,0,0,56,2250000,0,0,0,0,179752,179752,8981000,4999000,1000000,56,179752,15159808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4878963,151963,0,0,151963,0,0,0,322996,4707930,0,4707930,0,0,0,0,0,0,0,0,0,0,0,0,0
66678,12/31/2025 0:00:00,20900,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82277134,0,97280123,0,0,0,3616000,0,0,0,0,15000000,0,0,0,0,0,0,12500000,12366482,0,0,30080680,30153669,0,0,42580680,42520151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3069610,3038278,0,0,0,0,0,0,0,0,0,45650290,45558429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45558429,0,0,3025000,0,701206,1402411,5128617,7663875,18947279,8486450,14187031,1402411,50687046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51710841,2140025,0,0,2140025,0,0,0,4294729,49556137,0,49556137,0,0,0,0,0,0,0,0,0,0,0,0,0
66683,12/31/2025 0:00:00,20905,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,250000,0,0,0,0,0,0,0,87030,46193,133223,0,250000,0,87030,46193,383223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5383155,261249,0,0,261249,0,0,0,298393,5346011,0,5346011,0,0,0,0,0,0,0,0,0,0,0,0,0
66686,12/31/2025 0:00:00,20908,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179089,202312,0,0,0,1381401,0,0,0,0,0,0,0,0,20466,20466,1179089,202312,0,0,20466,1401867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307884,38228,0,0,38228,0,0,0,27235,318877,0,318877,0,0,0,0,0,0,0,0,0,0,0,0,0
66699,12/31/2025 0:00:00,20921,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258103546,0,368757388,0,0,0,72227714,0,0,0,0,111335000,0,0,991172,938828,0,0,6992152,6666560,0,0,144008178,135552989,0,0,151000330,142219549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26136637,23859241,0,0,0,0,0,0,0,0,0,178128139,167017618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,0,0,0,0,25000000,0,0,167017618,0,0,5119200,0,0,0,5119200,33939846,29391157,40078222,65950253,27777340,197136818,0,0,0,0,0,8067673,0,5208991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74478714,5429400,0,0,5429400,0,0,0,6238622,73669492,0,73669492,0,30883920,30883920,0,0,0,167017618,0,167017618,0,0,0,0
66700,12/31/2025 0:00:00,20922,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,601360,0,0,0,0,0,0,600000,601360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,601360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499000,300000,0,0,0,799000,0,0,601360,0,0,0,1717817,0,0,1717817,499000,701274,1917903,0,0,3118177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17689526,31501,0,0,31501,0,0,0,562898,17158129,0,17158129,0,0,0,0,0,0,0,0,0,0,0,0,0
66703,12/31/2025 0:00:00,20925,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227153000,0,2739634000,0,0,0,513225027,0,0,0,0,1380000000,0,0,49960330,31305080,0,0,389023317,373180350,0,0,1304616561,1230331883,0,0,1693639878,1603512233,0,0,0,0,0,0,91575782,92727994,0,0,91575782,92727994,0,0,0,0,0,0,0,0,0,0,19720000,19882584,0,0,19720000,19882584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292231355,259288478,0,0,0,0,0,0,119920423,116604521,0,2267047768,2123320890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086531,0,0,0,0,1086531,0,0,2123320889,0,0,43319069,0,0,0,43319069,557890468,224779782,405984275,811903967,167167997,2167726489,0,3247076,0,3247076,0,0,0,0,11334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496877550,40959420,0,0,40959420,0,0,0,53524589,484312381,0,484312381,0,232622722,180431088,52191634,0,0,2123320890,451505797,1319210762,239947092,19882584,0,92774655
66706,12/31/2025 0:00:00,20928,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51159992,0,25345641,0,0,0,0,0,0,0,0,44800000,0,0,0,0,0,0,0,0,430872,413671,101964885,81344604,430872,413671,101964885,81344604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430872,101964885,81344604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218256,0,0,0,0,218256,0,0,81344604,430872,0,2011700,0,0,218070,2229770,2537365,7556061,3797179,24916920,45415977,84223502,0,0,0,0,0,0,0,0,13720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38720792,632662,0,0,632662,0,0,0,2442480,36910974,0,36910974,0,0,0,0,0,0,0,0,0,0,0,0,0
66707,12/31/2025 0:00:00,20929,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304393,294112,0,0,304393,294112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11907000,12017081,0,0,0,0,0,0,11907000,304393,294112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294111,11907000,0,87500,0,675484,210205,973189,4384586,6774500,1129525,675484,210205,13174300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10621916,961362,0,0,961362,0,0,0,937804,10645474,0,10645474,0,0,0,0,0,0,0,0,0,0,0,0,0
66710,12/31/2025 0:00:00,20932,Subm,0,0,0,0,2351499,0,0,0,0,0,0,0,57708,0,0,0,0,93271177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250278,250948,0,0,250278,250948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,199640,0,0,0,0,0,0,200000,250278,250948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109350000,250000,0,0,0,109600000,0,0,250948,200000,0,1129000,0,310952,1942759,3382711,109350000,1829948,0,310952,1942759,113433659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8431,0,0,0,77464877,3159798,0,0,3159798,0,0,0,5845111,74779564,0,74779564,0,0,0,0,0,0,0,0,0,0,0,0,0
66731,12/31/2025 0:00:00,20953,Subm,0,0,0,201189009,1750382,0,0,0,0,0,0,0,0,0,0,0,0,976530816,0,1453377779,0,0,0,892182,0,0,0,0,368437458,0,0,0,0,0,0,20332066,20272977,0,0,338880897,320394497,0,0,359212963,340667474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27304009,22909384,0,0,0,0,0,0,0,0,0,386516972,363576858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000,250000,300000,300000,0,1900000,0,0,363576858,0,0,43838679,0,934201,4744314,49517194,76635890,88117909,63894111,168992870,17353272,414994052,0,-2524718,0,-2524718,0,1502411,5040000,2071707,27610,0,0,0,0,0,0,0,19176044,10387843,0,0,491,0,0,0,343508929,11210480,0,0,11210480,0,0,0,22471320,332248089,0,332248089,0,0,0,0,0,0,0,0,0,0,0,0,0
66733,12/31/2025 0:00:00,20955,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33552909,0,51502569,0,0,0,0,0,0,0,0,0,6486362,6569090,0,0,0,0,0,0,1280494,1172532,0,0,1280494,1172532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7766856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12907000,7678000,3715000,0,0,24300000,0,0,0,7766855,0,84300,0,223674,500000,807974,12987156,14549156,4614843,223674,500000,32874829,0,0,0,0,0,0,0,0,0,0,0,0,604893,0,0,0,0,0,0,0,6321323,968016,0,0,17966861,199765,0,0,199765,0,0,0,1428020,16738606,0,16738606,0,0,0,0,0,0,0,0,0,0,0,0,0
