"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
8442,12/31/2025 0:00:00,3957,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,9396151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23881092,0,0,0,0,0,0,0,499952,0,0,0,0,0,0,0,0,342390,342390,32786624,0,-342390,-342390,0,0,0,0,0,12291717,0,715246,715246,0,0,0,0,0,0,0,88237312,372856,372856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88237312,0,0,342390,36,6306292,0,33,1677338,532500,1,57768,0,3,221201,0,2,40024,0,8302623,532500,7,445347,125000,0,0,0,0,0,0,0,0,0,445347,125000,7,506134,120000,0,0,0,0,0,0,0,0,0,506134,120000,89,9254104,777500,545742,72052483,72052483,0,2,499952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8445,12/31/2025 0:00:00,3959,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,2015849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44879504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450849,450849,44694483,0,-450849,-450849,0,0,0,0,0,3830461,0,1287549,1287549,0,0,0,0,0,0,0,162360955,836700,836700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162360955,0,0,450849,6,265828,0,0,0,0,0,0,0,0,0,0,0,0,0,265828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,265828,0,265828,105722356,147522356,41800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474,12/31/2025 0:00:00,3973,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,93523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9200536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27826,27826,9172710,0,-27826,-27826,0,0,0,0,0,375130,0,96766,96766,0,0,0,0,0,0,0,11727680,68940,68940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11727680,0,0,27826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10295604,10792604,497000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475,12/31/2025 0:00:00,3974,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,162486814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188178261,0,0,0,0,0,0,0,1665527,0,0,0,0,0,0,0,0,2201623,2201623,247204831,0,-2201623,-2201623,0,0,0,0,0,28961667,0,4191840,4191840,0,0,0,0,0,0,0,519738164,1990217,1990217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519738164,0,0,2201623,280,42080994,4081700,257,14533201,2831582,0,0,0,0,0,0,8,328339,50000,56942534,6963282,63,2523341,957192,0,0,0,0,0,0,7,96791,4500,2620132,961692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,59562666,7924974,254510,438430377,438430377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31405278,604,0,0,0,0,0,0,21838258,0,209846
8486,12/31/2025 0:00:00,3980,Subm,0,0,0,3168267,0,3168267,0,0,0,0,0,0,0,90597202,0,90597202,25134359,65462843,0,0,0,0,0,0,0,0,228641121,218286515,10354606,0,0,93895328,93804183,91145,155525242,0,155525242,659043,0,116560084,37814123,491992,0,0,0,0,0,0,0,0,0,2367415,2367415,475694276,0,475694276,-1708372,0,218286515,126914690,131618306,583137,39964306,0,39964306,5073330,34656770,0,234206,0,0,0,0,623675761,623675761,45919294,65462843,218286515,126914690,166275076,583137,234206,0,0,0,0,385157140.1,13092568.6,109143257.5,95186017.5,166275076,874705.5,585515,0,0,0,0,0,0,7296488,7296488,0,0,1622051,1622051,4553317,4553317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13471856,0,0,0,0,11849805,0,1622051,0,7546953.5,0,0,0,5924902.5,0,1622051,0,637147617,392704093.6,1248,2367415,866,189927003,31574771,486,38714118,3873963,0,0,0,0,0,0,0,0,0,228641121,35448734,887,47138985,17294008,0,0,0,0,0,0,1412,46756343,30127736,93895328,47421744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3651,322536449,82870478,69086050,511167689,511167689,0,0,0,0,0,21,8264060,21,0,21,8264060,97,0,0,0,0,0,111951973,1795,0,0,0,0,0,0,5942284,0,149910
8512,12/31/2025 0:00:00,3995,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,9088095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52368349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432513,432513,69121945,0,-432513,-432513,0,0,0,0,0,5289639,0,913518,913518,0,0,0,0,0,0,0,109518142,481005,481005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109518142,0,0,432513,56,5757627,0,85,3754658,0,0,0,0,0,0,0,2,88972,0,9601257,0,137,6348332,2119222,0,0,0,0,0,0,34,1236520,1141197,7584852,3260419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,17186109,3260419,1951071,98472822,98472822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8523,12/31/2025 0:00:00,4001,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,17949562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66498545,0,0,0,0,0,0,0,18627982,0,0,0,0,0,0,0,0,1945939,1945939,202253099,0,-1945939,-1945939,0,0,0,0,0,13621655,0,1888104,1888104,0,0,0,0,0,0,0,243620920,-57835,-57835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243620920,0,0,1945939,519,51596961,14651894,215,9259878,1927735,0,0,0,0,0,0,0,0,0,60856839,16579629,1324,38840741,7028178,0,0,0,0,0,0,329,19374931,16043840,58215672,23072018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387,119072511,39651647,17157471,214689666,219209532,4519866,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526717
8530,12/31/2025 0:00:00,4006,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,70953415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36085930,0,0,0,0,0,0,0,1326515,0,0,0,0,0,0,0,0,79199,79199,47765005,0,-79199,-79199,0,0,0,0,0,7631695,0,1089716,1089716,0,0,0,0,0,0,0,135834370,1010517,1010517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135834370,0,0,79199,0,0,0,248,10431759,3058654,0,0,0,0,0,0,0,0,0,10431759,3058654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,10431759,3058654,1043063,118983213,118983213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8540,12/31/2025 0:00:00,4012,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7520160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11133368,0,0,0,0,0,0,0,4219816,0,0,0,0,0,0,0,0,232061,232061,26451423,0,-232061,-232061,0,0,0,0,0,2864088,0,348588,348588,0,0,0,0,0,0,0,41177959,116527,116527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41177959,0,0,232061,9,850915,0,109,4627498,906836,0,0,0,0,0,0,0,0,0,5478413,906836,71,2658826,529560,0,0,0,0,0,0,50,3193060,983282,5851886,1512842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,11330299,2419678,0,38305006,38305006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8548,12/31/2025 0:00:00,4015,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,12079258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111017897,0,0,0,0,0,0,0,8748054,0,0,0,0,0,0,0,0,5100148,5100148,206691657,0,-5100148,-5100148,0,0,0,0,0,24265352,0,2104042,2104042,0,0,0,0,0,0,0,263870743,-2996106,-2996106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263870743,0,0,5100148,455,59730504,6332646,236,10026177,325100,0,0,0,0,0,0,3,522975,352000,70279656,7009746,152,7989711,3331954,0,0,0,0,0,0,344,13756487,4110125,21746198,7442079,33,2053201,465250,0,0,0,0,0,0,0,0,0,2053201,465250,1223,94079055,14917075,14798889,212683400,235030400,22347000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508908
8549,12/31/2025 0:00:00,4016,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1481300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123437,123437,8907531,0,-123437,-123437,0,0,0,0,0,363457,0,229484,229484,0,0,0,0,0,0,0,25132156,106047,106047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25132156,0,0,123437,0,0,0,0,0,0,0,0,0,0,0,0,2,29031,29031,29031,29031,1,1328,1328,0,0,0,0,0,0,0,0,0,1328,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30359,30359,0,22857571,22857571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8550,12/31/2025 0:00:00,4017,Subm,0,0,0,2399527,0,781600,0,1617927,0,0,0,0,0,26040368,0,26040368,23640841,781600,0,0,1617927,0,0,0,0,0,124011724,122514559,0,1497165,0,45653182,44779872,873310,201101981,0,201101981,1114209,0,163342523,34382480,2262769,70297747,0,70297747,0,0,69958671,339076,0,0,3578930,3578930,437485704,0,437485704,-2464721,0,122514559,163342523,150618188,3475155,25297575,0,25297575,5930282,19367293,0,0,0,0,0,0,557449841,557449841,75346759,21167437,122514559,163342523,169985481,5093082,0,0,0,0,0,365622763.15,4233487.4,61257279.5,122506892.25,169985481,7639623,0,0,0,0,0,0,0,2085293,2085293,0,0,5013205,5013205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7098498,0,0,0,0,2085293,0,5013205,0,6055851.5,0,0,0,1042646.5,0,5013205,0,564548339,371678614.65,1173,3578930,443,78059194,6777950,133,13644589,531999,14,4086981,0,133,20346893,6607500,140,7874067,1976400,124011724,15893849,260,14662735,3189439,2,432335,250000,0,0,0,548,30558111,6775339,45653181,10214778,2,37671,0,0,0,0,0,0,0,0,0,0,37671,0,1675,169702576,26108627,63497161,496911411,496911411,0,0,0,0,0,2,740094,2,0,0,0,0,0,0,0,0,0,70984983,1273,0,0,0,0,0,0,4709538,0,0
8554,12/31/2025 0:00:00,4019,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,279642589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378933648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9345196,9345196,858170397,0,-9345196,-9345196,0,0,0,0,0,104603143,0,10482623,10482623,0,0,0,0,0,0,0,1363065818,1137427,1137427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363065818,0,0,9345196,860,192789702,23943860,769,77790398,4966850,5,729527,0,0,0,0,493,91907995,14105145,363217622,43015855,826,46205804,12534850,1,314893,0,1,115749,0,2211,78727876,29017100,125364322,41551950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5166,488581944,84567805,159098621,1131331518,1131331518,0,502,270646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129542698,950,0,0,0,0,0,0,0,0,0
8585,12/31/2025 0:00:00,4033,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,118092436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202751177,0,0,0,0,0,0,0,659002,0,0,0,0,0,0,0,0,1745531,1745531,231350973,0,-1745531,-1745531,0,0,0,0,0,17664891,0,3812181,3812181,0,0,0,0,0,0,0,480456013,2066650,2066650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480456013,0,0,1745531,247,22733412,6891800,55,2329733,2162207,0,0,0,0,0,0,10,2512287,0,27575432,9054007,39,2110893,832000,0,0,0,0,0,0,0,0,0,2110893,832000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,29686325,9886007,3753738,412035906,412035906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8588,12/31/2025 0:00:00,4034,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,335050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10585144,0,0,0,0,0,0,0,9094731,0,0,0,0,0,0,0,0,348044,348044,32721271,0,-348044,-348044,0,0,0,0,0,1806778,0,336521,336521,0,0,0,0,0,0,0,41647687,-11523,-11523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41647687,0,0,348044,5,376997,182400,25,1464896,118400,0,0,0,73,7829987,1400206,35,1569154,605000,11241034,2306006,1,71824,0,0,0,0,0,0,0,50,2076582,982829,2148406,982829,0,0,0,0,0,0,4,267405,0,5,613586,74993,880991,74993,198,14270431,3363828,0,36106196,36106196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8593,12/31/2025 0:00:00,4036,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,52344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26953,26953,2527598,0,-26953,-26953,0,0,0,0,0,364158,0,45931,45931,0,0,0,0,0,0,0,5242964,18978,18978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5242964,0,0,26953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4586564,4586564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8609,12/31/2025 0:00:00,4041,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,4631368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17932491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157439,157439,21212642,0,-157439,-157439,0,0,0,0,0,1161644,0,414766,414766,0,0,0,0,0,0,0,43747727,257327,257327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43747727,0,0,157439,0,0,0,0,0,0,0,0,0,0,0,0,12,247133,20000,247133,20000,65,2449678,843000,0,0,0,0,0,0,19,740779,320543,3190457,1163543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3437590,1183543,1019693,40643659,40643659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8611,12/31/2025 0:00:00,4042,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,2235049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5503673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17945,17945,13352790,0,-17945,-17945,0,0,0,0,0,1650406,0,285385,285385,0,0,0,0,0,0,0,33578172,267440,267440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33578172,0,0,17945,10,2999093,486000,5,556575,0,0,0,0,0,0,0,0,0,0,3555668,486000,3,90805,0,0,0,0,115,4220589,2612000,0,0,0,4311394,2612000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,7867062,3098000,0,28441519,29191519,750000,90,1618318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8616,12/31/2025 0:00:00,4046,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,208264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39690,39690,11356607,0,-39690,-39690,0,0,0,0,0,650475,0,264907,264907,0,0,0,0,0,0,0,36506807,225217,225217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36506807,0,0,39690,14,2644055,348000,30,1622854,418700,0,0,0,0,0,0,16,3774794,912000,8041703,1678700,19,981503,698500,0,0,0,0,0,0,17,1293326,5612425,2274829,6310925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,10316532,7989625,0,29121269,29121269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8618,12/31/2025 0:00:00,4047,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24147,24147,5429601,0,-24147,-24147,0,0,0,0,0,223949,0,97824,97824,0,0,0,0,0,0,0,11186099,73677,73677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11186099,0,0,24147,16,2128917,0,6,195831,0,0,0,0,0,0,0,0,0,0,2324748,0,24,547104,1,0,0,0,0,0,0,0,0,0,547104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2871852,1,176081,9831841,9831841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8625,12/31/2025 0:00:00,4051,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,25796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2717701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,2697701,0,-20000,-20000,0,0,0,0,0,205114,0,86560,86560,0,0,0,0,0,0,0,9715844,66560,66560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9715844,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8285703,8285703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
