"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
20228,12/31/2025 0:00:00,10769,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,22169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4263564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115006,115006,4148558,0,-115006,-115006,0,0,0,0,0,52246,0,42583,42583,0,0,0,0,0,0,0,5091250,-72423,-72423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5091250,0,0,115006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043231,4039231,996000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20258,12/31/2025 0:00:00,10787,Subm,0,0,0,668687,0,337800,0,330887,0,0,0,0,0,65039133,0,65039133,22935240,40348991,1424015,0,330887,0,0,0,0,189150,162756289,160020761,0,2735528,0,64854651,64281037,573614,268626416,0,268626416,353610,0,179883825,87053351,1335630,23908637,0,23908637,0,0,23613308,295329,-189150,0,3286650,3286650,516859343,0,516859343,-2933040,0,160020761,179883825,177683224,2204573,30668133,0,30668133,6165162,23716347,0,786624,0,0,0,0,742270147,742270147,152158166,44061725,161444776,179883825,201399571,2535460,786624,0,0,0,0,431616922.75,8812345,80722388,134912868.75,201399571,3803190,1966560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742270147,431616922.75,1598,3286650,691,82985535,13021775,1018,55211657,9821199,0,0,0,0,0,0,432,24369947,4353587,162567139,27196561,915,37682022,13542800,0,0,0,0,0,0,619,27172628,9159298,64854650,22702098,142,10698816,1094500,8,907872,118500,0,0,0,0,0,0,11606688,1213000,3825,239028477,51111659,60129303,656141939,656141939,0,0,0,0,0,89,17552623,77,0,72,14563761,937,0,0,0,0,0,0,0,0,0,0,0,0,0,21131432,0,0
20267,12/31/2025 0:00:00,10793,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4445455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78480,78480,4366975,0,-78480,-78480,0,0,0,0,0,85173,0,42660,42660,0,0,0,0,0,0,0,5355336,-35820,-35820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5355336,0,0,78480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,376526,104279,0,0,0,0,0,0,0,0,0,376526,104279,24,376526,104279,205650,3293892,3293892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20279,12/31/2025 0:00:00,10799,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1466678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2977444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25860,25860,2951584,0,-25860,-25860,0,0,0,0,0,74174,0,67259,67259,0,0,0,0,0,0,0,8099216,41399,41399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8099216,0,0,25860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7135097,7135097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20290,12/31/2025 0:00:00,10806,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,17381867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12224516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183533,183533,15174382,0,-183533,-183533,0,0,0,0,0,1001731,0,333865,333865,0,0,0,0,0,0,0,38352982,150332,150332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38352982,0,0,183533,9,870112,0,52,2263288,0,0,0,0,0,0,0,0,0,0,3133400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3133400,0,278242,34728545,34728545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20292,12/31/2025 0:00:00,10808,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14914,14914,1340390,0,-14914,-14914,0,0,0,0,0,19728,0,14708,14708,0,0,0,0,0,0,0,1747824,-206,-206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747824,0,0,14914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472162,1472162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20302,12/31/2025 0:00:00,10813,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,254441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66964,66964,17191540,0,-66964,-66964,0,0,0,0,0,674156,0,329329,329329,0,0,0,0,0,0,0,42289339,262365,262365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42289339,0,0,66964,20,1764380,223100,10,461009,0,0,0,0,0,0,0,1,31690,0,2257079,223100,117,4765954,2126922,0,0,0,3,81764,0,0,0,0,4847718,2126922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7104797,2350022,637332,36847955,36847955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20303,12/31/2025 0:00:00,10814,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7930,7930,1801348,0,-7930,-7930,0,0,0,0,0,78083,0,43984,43984,0,0,0,0,0,0,0,5000166,36054,36054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000166,0,0,7930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,506080,506080,0,0,0,0,0,0,0,0,0,506080,506080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,506080,506080,0,3320979,3965464,644485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20324,12/31/2025 0:00:00,10829,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,126354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16666499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121563,121563,18127176,0,-121563,-121563,0,0,0,0,0,1746628,0,222464,222464,0,0,0,0,0,0,0,28340598,100901,100901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28340598,0,0,121563,0,0,0,36,1558890,394000,0,0,0,0,0,0,0,0,0,1558890,394000,1,23350,0,0,0,0,0,0,0,0,0,0,23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1582240,394000,0,24065536,24065536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20336,12/31/2025 0:00:00,10838,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4485945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80549,80549,4405396,0,-80549,-80549,0,0,0,0,0,248869,0,78434,78434,0,0,0,0,0,0,0,9001610,-2115,-2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001610,0,0,80549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7605648,7605648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20341,12/31/2025 0:00:00,10840,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,68229668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190439,190439,4964493,0,-190439,-190439,0,0,0,0,0,1191720,0,636404,636404,0,0,0,0,0,0,0,98736921,445965,445965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98736921,0,0,190439,0,0,0,0,0,0,0,0,0,0,0,0,16,3157523,0,3157523,0,0,0,0,0,0,0,25,992336,381847,0,0,0,992336,381847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4149859,381847,0,82029160,82108212,79052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278309,0,0,0
20354,12/31/2025 0:00:00,10848,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,20331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197760,197760,4155968,0,-197760,-197760,0,0,0,0,0,3862903,0,101510,101510,0,0,0,0,0,0,0,16587164,-96250,-96250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16587164,0,0,197760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9388313,11791331,2403018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20273
20382,12/31/2025 0:00:00,10867,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,31939028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7981771,0,0,0,0,0,0,0,1996683,0,0,0,0,0,0,0,0,221541,221541,20006145,0,-221541,-221541,0,0,0,0,0,3968888,0,660564,660564,0,0,0,0,0,0,0,76668802,439023,439023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76668802,0,0,221541,37,7295785,0,0,0,0,0,0,0,0,0,0,0,0,0,7295785,0,2,249896,160000,0,0,0,0,0,0,64,2703551,1000000,2953447,1160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,10249232,1160000,0,67642629,67642629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30187714,0,0
20392,12/31/2025 0:00:00,10874,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20233,20233,2443647,0,-20233,-20233,0,0,0,0,0,93525,0,47048,47048,0,0,0,0,0,0,0,6572023,26815,26815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6572023,0,0,20233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4315914,4315914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20394,12/31/2025 0:00:00,10876,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,518837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62219339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389888,389888,94241250,0,-389888,-389888,0,0,0,0,0,11148807,0,1396495,1396495,0,0,0,0,0,0,0,188253242,1006607,1006607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188253242,0,0,389888,24,4376684,961500,23,2885999,190000,1,105498,0,0,0,0,6,1194172,0,8562353,1151500,295,17441024,5327025,0,0,0,0,0,0,150,6408422,4342000,23849446,9669025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,32411799,10820525,7703950,162470045,162470045,0,0,0,0,0,1,396825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20410,12/31/2025 0:00:00,10884,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,4854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13272553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124944,124944,13147609,0,-124944,-124944,0,0,0,0,0,230554,0,173142,173142,0,0,0,0,0,0,0,21783290,48198,48198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21783290,0,0,124944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17181270,17181270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20417,12/31/2025 0:00:00,10889,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,12555021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29534032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68166,68166,29465866,0,-68166,-68166,0,0,0,0,0,1518228,0,453398,453398,0,0,0,0,0,0,0,58207458,385232,385232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58207458,0,0,68166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48709888,48709888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20419,12/31/2025 0:00:00,10891,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28780,28780,72697,0,-28780,-28780,0,0,0,0,0,36923,0,15356,15356,0,0,0,0,0,0,0,1567917,-13424,-13424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567917,0,0,28780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487504,1487504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20438,12/31/2025 0:00:00,10906,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,71067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7138334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199202,199202,11037332,0,-199202,-199202,0,0,0,0,0,2102367,0,134993,134993,0,0,0,0,0,0,0,18610999,-64209,-64209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18610999,0,0,199202,0,0,0,45,3548077,1567450,0,0,0,0,0,0,0,0,0,3548077,1567450,9,550123,75000,0,0,0,0,0,0,0,0,0,550123,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4098200,1642450,95599,13277387,13277387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20448,12/31/2025 0:00:00,10913,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,47144630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76528982,0,0,0,0,0,0,0,3131443,0,0,0,0,0,0,0,0,4822754,4822754,393132754,0,-4822754,-4822754,0,0,0,0,0,33364452,0,4011991,4011991,0,0,0,0,0,0,0,508254428,-810763,-810763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508254428,0,0,4822754,566,125398077,2003400,185,25046755,1070000,18,7720944,2253000,117,52538815,4836348,48,15310539,0,226015130,10162748,718,42139393,8593209,0,0,0,0,0,0,713,50140560,26432749,92279953,35025958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365,318295083,45188706,173641607,425477592,425477592,0,0,0,63,1789568,1,360000,0,0,1,360000,22,0,0,0,0,1,61636813,1212,0,0,0,0,0,0,54700050,0,0
20463,12/31/2025 0:00:00,10923,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,5132928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391,1391,344132,0,-1391,-1391,0,0,0,0,0,89960,0,53154,53154,0,0,0,0,0,0,0,5653894,51763,51763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5653894,0,0,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4874011,5084702,210691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20469,12/31/2025 0:00:00,10927,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8666930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51360,51360,8615570,0,-51360,-51360,0,0,0,0,0,153212,0,89811,89811,0,0,0,0,0,0,0,11182268,38451,38451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11182268,0,0,51360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9415728,9415728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
